$Combined Quabbin Quinapoxet Trout Flow,
136,11.4676598582765
137,12.2946630169699
138,12.2113480270051
139,11.6824604949909
140,11.2152964109498
141,10.8283077089653
142,10.6030356005197
143,10.4534654654475
144,10.3759010346243
145,10.3020311281844
146,10.0746048344672
147,10.2072694811618
148,10.3829853945407
149,10.6346004546904
150,10.7055832602153
151,10.5154131123822
152,10.2026894293963
153,10.1003745678378
154,12.2698414427034
155,13.1041750940697
156,11.3512767768675
157,11.3098363330103
158,11.156209568624
159,10.9997817651784
160,11.0817874694273
161,13.2139694281034
162,13.2137861947116
163,13.8619304857478
164,11.9364849711236
165,12.3449017971707
166,12.2314957422637
167,11.6977181288037
168,11.1702259443609
169,11.1014058166766
170,13.0706209509713
171,12.6920506408149
172,12.1015879107133
173,12.4893440495735
174,12.2620836663667
175,12.2235692065097
176,12.5101421081022
177,11.9453415959182
178,9.47026917137518
179,4.60895803431165
180,7.89628356040378
181,11.7663443414362
182,12.5036618916628
183,20.6623947119096
184,19.1766548321748
185,14.6559029215411
186,12.7122016144189
187,11.8258885544516
188,11.8971153744007
189,14.3699947312451
190,13.8290845098439
191,12.2813005268205
192,11.5989641229819
193,12.3827710234506
194,10.0062636204107
195,10.5201606769452
196,11.3580994258873
197,8.8320441958193
198,9.53204855767222
199,10.061886759954
200,9.8214805556384
201,9.56925786252942
202,9.90174874737832
203,10.6135753310277
204,10.3585819893755
205,28.950924469226
206,21.7494900016099
207,15.8375243924336
208,15.2477344381766
209,13.105343858021
210,11.7141165572162
211,11.601398856294
212,15.4698600314448
213,19.716200063863
214,15.8219613757018
215,14.0376761849151
216,13.1375766632517
217,12.4405343903362
218,11.4597375598452
219,7.4745063103628
220,10.3108119105098
221,10.1461857834815
222,10.1661188958549
223,10.2997551317872
224,10.5735833068933
225,10.3355900080432
226,10.4388044615197
227,10.2725728524942
228,10.090280654647
229,9.96579777441779
230,9.88606532492395
231,9.78008894661001
232,9.68848695409525
233,12.9660557467714
234,12.8777877939201
235,8.69556485175043
236,13.437446127762
237,14.2799696280658
238,13.9490320433571
239,13.7298874113598
240,13.6520843069423
241,15.3485486260803
242,15.5493258722454
243,14.7550907449835
244,12.7015830680047
245,7.90585768307966
246,12.1375161126978
247,14.020925888224
248,14.6936861928506
249,14.5755954235534
250,14.5361155343561
251,14.4597248547837
252,14.4264988716384
253,14.3761086799217
254,14.4050254201532
255,14.8667113063412
256,14.8918324411828
257,14.7592936117995
258,14.6434292173979
259,14.4928041016475
260,14.1747466533598
261,14.3464929573486
262,14.2844250940108
263,14.2154467536795
264,14.2069782480082
265,14.1970890461685
266,14.186408312382
267,14.1674467892463
268,14.1439662021525
269,14.051804916839
270,14.2068424146325
271,14.2941861215058
272,14.3078282039539
273,14.2429693320917
274,14.1561955608446
275,11.053753450615
276,9.33974453469854
277,9.45043890957965
278,9.32330029521284
279,12.3048674142813
280,14.4079809222991
281,14.427749608825
282,14.2648913315186
283,14.5393403995232
284,14.3047304629274
285,14.1949437734539
286,14.2870449578012
287,14.2968914348593
288,14.1885342863373
289,12.7706440020862
290,11.7222361563701
291,12.0129821685898
292,12.3027751535086
293,12.188681279244
294,12.0303588830911
295,11.8863436717294
296,11.8345150942782
297,12.3068457228281
298,13.6715989137876
299,12.3031369914547
300,11.9252496944532
301,12.7094444794553
302,10.8532926832371
303,9.42367695309951
304,7.94043323053801
305,7.69997397199489
306,7.31943835427914
307,7.16205628447713
308,6.97366874543891
309,6.68779051763832
310,6.66349249101177
311,6.40456061055195
312,6.43298726381224
313,6.41485233837378
314,6.81001682475997
315,7.07016268867088
316,6.93751436795666
317,6.89234988157047
318,8.11133182555504
319,10.0266154163357
320,9.10343521644878
321,8.1090261141282
322,7.46106920578191
323,4.66635614452746
324,3.07327073086005
325,3.69895983188769
326,2.97925529825254
327,2.43039009220631
328,2.26255212881318
329,2.18022877468558
330,2.06074970455561
331,2.32027625694632
332,2.73507612789653
333,2.42754133974929
334,2.26345770279488
335,2.2033612970227
336,2.23645940473397
337,3.94437659413035
338,7.48351469151271
339,9.06998960296992
340,9.01173922206064
341,8.62078420786407
342,8.35951218502261
343,9.00776407953625
344,10.2273766579347
345,9.77880601003505
346,8.90114367775915
347,8.85730056574668
348,7.17414910097558
349,4.95246061858448
350,4.64355193646327
351,3.30271917933698
352,2.42629947628724
353,2.57975543368276
354,2.62387109928809
355,2.20202662387728
356,2.09729885685325
357,1.89435980521812
358,1.86356795988994
359,1.81893659863808
360,1.92655855214824
361,5.22958101333758
362,7.76985194578287
363,4.50773525545924
364,3.31041150995602
365,2.75977437677493
366,2.57381444897174
367,2.52716768078805
368,2.44334461537513
369,2.26270474055195
370,2.12138238720117
371,2.01396469265944
372,1.91909106172449
373,1.83708535747555
374,1.7103822767188
375,1.68600789091962
376,1.62192610531286
377,1.6050397911643
378,1.61314258134537
379,4.42163699460279
380,7.4279450873312
381,7.47927180253489
382,7.48776359868056
383,7.98292359868349
384,7.63169166904115
385,7.498259354334
386,7.33170126511758
387,3.71838006195219
388,1.46598447936807
389,1.4029733058829
390,4.81823218697375
391,15.858266334058
392,9.16166323685869
393,6.28983108217926
394,4.34557615737848
395,3.53479154007565
396,3.05310035189019
397,2.65338186032569
398,2.39242161190562
399,2.27343144299476
400,2.15042288662135
401,2.03182259604567
402,1.92884617492964
403,1.87322405021115
404,1.74214571128464
405,1.66386753904702
406,1.71440066418135
407,1.75838429927477
408,1.67193732160011
409,1.60247568095795
410,1.56426177923511
411,1.51207633107669
412,1.57910589202442
413,1.65326665391555
414,1.57404990006824
415,4.97971026663822
416,7.36856155060283
417,7.36655148450097
418,7.35117162946557
419,7.45790859022089
420,9.53063362643308
421,11.4523619184313
422,36.5686772803994
423,17.3777666631545
424,11.471742855035
425,9.56422426767965
426,8.59506594473759
427,8.29329467676035
428,7.10663161844399
429,6.18803321506368
430,5.79161936954736
431,6.01883999729828
432,6.920585094158
433,8.01908283651966
434,7.64923818990053
435,7.35427425978749
436,7.21911773134302
437,9.18043486905236
438,56.4053763141604
439,59.6662969633762
440,42.0497375864267
441,23.5297827312185
442,17.2276751538625
443,13.4861983905387
444,10.7722374364223
445,9.04071940469656
446,8.0747997125467
447,17.8697511830437
448,22.6990195675131
449,14.6922932336083
450,11.4593863524202
451,8.97621473312664
452,7.4952478972568
453,10.086346693538
454,34.8995591985537
455,46.4157147878458
456,25.3954670625494
457,17.1041528434678
458,13.0207209375412
459,10.120383382859
460,8.13831415527728
461,7.00320124536201
462,6.31539217680462
463,5.85123502892616
464,6.03437299869974
465,7.05799002455532
466,5.82433575374918
467,4.8655534757433
468,4.30999238111794
469,4.03800836160326
470,3.60431919597376
471,3.53453369225238
472,4.43510294090601
473,4.68598421304171
474,4.27271706100479
475,3.6980954203597
476,3.43778911129863
477,3.19290241272879
478,2.89223476450113
479,2.56440999327323
480,2.43896935720538
481,2.37184077337372
482,2.44052265734552
483,2.54077614331587
484,2.47403743781938
485,2.14164557585442
486,2.00437461759418
487,1.98887656544587
488,2.02919868378392
489,2.05192695975958
490,1.77614939297762
491,10.1748584091201
492,15.2679104415685
493,16.0174682389222
494,16.9515183880511
495,13.6044725190468
496,11.5606534053899
497,5.09913813388829
498,1.62267285435524
499,1.51891667656886
500,1.69194887563065
501,1.41720891334231
502,1.22927279943582
503,1.27361330523643
504,2.67971185100131
505,7.56964344977041
506,10.0124506133478
507,9.50907822522642
508,9.31346220710201
509,9.14917115944013
510,9.02924240891959
511,10.0256642303015
512,10.7364109793439
513,10.6295281546777
514,10.5329031778347
515,10.5425463071275
516,10.4085991691444
517,10.2663737343933
518,11.0075841038318
519,10.8434719277088
520,12.1459744911186
521,13.0895863185984
522,13.3673084708535
523,13.2963725063556
524,12.9994515643682
525,12.8516319028335
526,13.041347029446
527,13.0824158968264
528,13.115752678132
529,13.7851828068266
530,13.6738657943058
531,13.4521570521022
532,13.1671792885902
533,11.5384434780203
534,12.01855122461
535,11.8930654922564
536,11.6896285023148
537,14.14848065865
538,14.2078520534173
539,14.2925202784642
540,14.4814877836637
541,14.4795600587983
542,14.4865107679919
543,14.3263259143893
544,14.2642842720191
545,14.2302929778948
546,14.1667537211944
547,14.1178095742432
548,14.0836491257336
549,14.0220509893859
550,14.0178304399101
551,13.9745033757582
552,13.9405209264169
553,13.9155854497746
554,13.91264944971
555,13.8942840831679
556,14.0750223685828
557,14.0630724034471
558,14.0518898074131
559,10.4250804114263
560,9.85439880526925
561,11.4458604814781
562,11.6160131998234
563,12.3530268947377
564,11.7641305034697
565,11.6089851380093
566,11.5873171835418
567,11.5421618553201
568,11.5472935796859
569,11.5879911306678
570,11.8745991124817
571,11.8557145075076
572,11.660287690368
573,11.5111065612604
574,11.465388084073
575,11.4394995801297
576,11.5623769105878
577,11.5678410294343
578,11.5425651858988
579,11.5259697272015
580,11.5031018005155
581,11.4929656537582
582,11.5044040394928
583,11.5270842498568
584,11.459535450477
585,11.4416498983483
586,11.4145488404553
587,11.4141113146384
588,11.4022611878692
589,11.3990392550535
590,11.6016030682073
591,11.4974673415316
592,11.4049934039832
593,11.3852572889
594,11.4144479445835
595,11.3870558461045
596,11.3567685424666
597,11.3337814090226
598,11.291449660768
599,11.3518480759477
600,11.8683831348997
601,11.8927746368051
602,12.1346083239495
603,11.8864231925321
604,11.6235616180477
605,11.4594470704205
606,11.3693705261131
607,11.3190977340823
608,11.2768142546295
609,6.59967794585114
610,0.176035427217751
611,0.16668421088154
612,4.45752644002228
613,13.6176903014378
614,13.5803136492675
615,13.5678762106876
616,13.5694249583971
617,13.5586113786162
618,13.550008969445
619,13.5406831017058
620,13.5262067625295
621,13.571928976665
622,13.6822038891495
623,10.0695966694213
624,10.7922984291033
625,10.7850066675072
626,10.8232378171678
627,10.9766062352145
628,10.9811153968841
629,10.4541434480376
630,10.1105980883279
631,9.99099992707418
632,10.1073404684415
633,10.0860997013173
634,10.0704248836131
635,10.1178953939443
636,10.2101589460165
637,4.50237659534811
638,0.243521697239182
639,1.45109904879503
640,1.56763244053923
641,0.715131229697529
642,6.99727233286352
643,12.8438535914771
644,14.5497153942552
645,14.9163343711106
646,14.2409235022491
647,13.9349081342434
648,13.7587952957907
649,13.6941668650321
650,5.0359296728349
651,0.36860278315709
652,0.340188962678461
653,1.66249170344788
654,1.64912672071703
655,0.934909219826942
656,0.630375795875492
657,0.52525815051628
658,7.88279393556445
659,12.6991108730759
660,12.5804555234532
661,14.0066587323112
662,13.9181288207026
663,13.8761943018755
664,5.1645356283764
665,6.85508451320089
666,12.734678184355
667,13.6395957808534
668,13.5801524510974
669,13.5509437979093
670,11.140921134198
671,9.45464604909757
672,8.16907473534917
673,7.85789687515408
674,7.73635409629581
675,6.39929252462103
676,5.77211841807767
677,2.99823727742666
678,1.24147241873653
679,1.17249346611292
680,0.81081762493081
681,0.609431873435832
682,0.608010603807598
683,0.543829795316902
684,0.550055422278608
685,5.71023776537597
686,11.4334171815749
687,9.77621291405723
688,7.9781879258944
689,7.50219488385676
690,7.12451661777354
691,7.11059278473552
692,7.17291026340585
693,6.91259163455014
694,6.77951619055018
695,6.95458699488242
696,7.10993928972628
697,6.84593637379742
698,6.71334361781602
699,6.71183715870285
700,7.05754249702829
701,7.0657506827352
702,5.18492597223324
703,4.76682907543331
704,4.57524527817047
705,4.47759653023289
706,2.34005540435474
707,1.1575173228117
708,0.975872851122875
709,0.854840480852761
710,1.0944071264426
711,2.07017474148098
712,7.79258449333391
713,8.58792853059362
714,5.45257278145696
715,4.0565326307496
716,3.0635156176549
717,2.64817325663074
718,2.38316161312014
719,2.19192085316549
720,6.49193894181094
721,12.8314405690457
722,12.7785396347318
723,12.658755003381
724,12.5337363809057
725,12.448471999265
726,12.7842875767616
727,8.73639155605424
728,5.9748113548802
729,5.9241671182041
730,5.90283953062982
731,5.96301578505696
732,6.43717293293542
733,6.81139958555217
734,6.45297480156339
735,2.96203385190263
736,1.16791394897473
737,3.52641010697332
738,5.23928065077108
739,5.17215119456883
740,5.10096947090547
741,5.16541336144293
742,5.29792267268057
743,3.08789041289284
744,1.00662547562252
745,0.935121633621107
746,0.938168431846003
747,0.846050743684708
748,5.46956552415857
749,7.78393804068623
750,3.51707787973132
751,1.02471443240459
752,0.986725370877041
753,0.908414191011434
754,0.913794046046831
755,1.00895853243302
756,1.00895853243302
757,1.23351602709366
758,1.25251055785744
759,1.1170239531332
760,1.01881266852211
761,0.947308826520693
762,0.931361093981812
763,1.23584908390416
764,1.38423662294239
765,1.27688494365661
766,1.2000012466198
767,1.50663046078534
768,1.43493478621662
769,1.39389892646417
770,1.2820729661247
771,1.21594897915868
772,1.13763779929308
773,1.17724617621673
774,1.16129844367785
775,1.24498947857885
776,1.29821253123089
777,1.19086085194511
778,1.24641696140765
779,1.62902429862829
780,1.97630570741167
781,1.6024550997311
782,1.3515738275954
783,5.32502782703681
784,6.3967166471712
785,2.69206611169037
786,1.84891567966794
787,2.33401674998605
788,1.87595319855739
789,2.28617355236941
790,2.69458275821803
791,2.54405399493661
792,2.40123814350109
793,2.25446991985896
794,2.38548224352952
795,5.49533513431519
796,42.8957036752537
797,26.0944365926138
798,14.2861634957154
799,10.2393467573424
800,16.0601138040196
801,19.2710104222219
802,13.8456669922217
803,11.3679824056733
804,9.70387760002983
805,10.7543939010624
806,14.295879388092
807,15.0109178081062
808,15.9256174281347
809,12.0590301050229
810,9.94081412015738
811,8.96484845935112
812,8.1279381103411
813,7.14192648087846
814,6.23046549164213
815,5.5731244053337
816,4.973480652731
817,4.5465988249657
818,4.19426763742671
819,3.90967975224984
820,3.79785379191037
821,4.49570882912416
822,4.87203073732771
823,5.20750861834611
824,5.47167448993041
825,7.28065171639491
826,6.58960401704531
827,5.36989449824734
828,4.56021350069408
829,3.59819259189599
830,3.17364382094119
831,3.01235534758898
832,2.86934766358615
833,3.98746902326836
834,5.73551028523493
835,4.90216864329689
836,4.08924901495143
837,19.5363723349141
838,16.8970241530296
839,10.7297430278383
840,9.03193160915368
841,7.54805621877141
842,5.78640028107646
843,6.16239211300023
844,7.77851547731454
845,6.52509934547539
846,5.63406036983163
847,5.28172918229264
848,5.07849927520628
849,4.82794807935036
850,4.18422166877031
851,3.56415590257504
852,3.31470211326814
853,3.12832551270236
854,3.17688245173339
855,3.17552719736112
856,2.81175556596492
857,2.54090817382778
858,2.54755047355208
859,2.61117636556771
860,2.47290081044183
861,2.420688567856
862,2.40767424263178
863,2.20809963910022
864,1.99552507837073
865,2.76793075581083
866,4.79847032594074
867,8.60967295065038
868,11.8523603855867
869,11.4829203051484
870,11.2829290288543
871,10.4933399686138
872,9.85592578147826
873,10.2491469827827
874,7.42221706802877
875,4.19992661492267
876,8.02797583417278
877,14.0394946310045
878,13.1068603927499
879,12.8255111383653
880,12.6633768930867
881,13.3193984922168
882,15.273246607316
883,16.1970014325343
884,12.5698852930276
885,11.4380134885621
886,11.269045110992
887,11.1804109404177
888,13.481564018306
889,14.863641844405
890,11.1989564320247
891,10.4604666482629
892,15.8197418150916
893,16.3163225500955
894,12.9553051167318
895,10.6024825174684
896,10.3444040291333
897,9.95955121056207
898,10.5922133646753
899,12.7792416252316
900,12.415728376286
901,12.2241307456241
902,12.0940708369623
903,13.8747861985875
904,14.2403131625587
905,12.3829147488524
906,13.1287231341714
907,14.2879816901113
908,12.7970263560953
909,11.4920942414202
910,11.4376025308787
911,11.0096969320188
912,10.6363227991562
913,10.4109855478252
914,10.230312665374
915,10.0745490385975
916,9.90634037109821
917,9.79364184440501
918,9.70128014181946
919,9.68701773993264
920,9.75884544501327
921,9.57981105218719
922,9.46783922793681
923,9.38591810088049
924,9.34546543669342
925,9.32015246928456
926,9.24456422456463
927,9.17066809715712
928,9.10204189899534
929,9.07221192575118
930,9.11352213714088
931,9.06778921426214
932,9.00820705830611
933,8.96440348050369
934,8.98199263316092
935,8.96772817315141
936,12.1208430447549
937,13.3173524949
938,13.0252769725312
939,11.4797111459151
940,12.8640268621077
941,14.1420689923335
942,14.0819926331609
943,13.990981808624
944,13.9680204599623
945,14.0099344869767
946,14.0094249656983
947,13.96954429526
948,13.9252998908779
949,13.9999200412854
950,14.0823341858062
951,14.0580608810137
952,15.505015151575
953,14.7545709544686
954,14.4298398224926
955,14.2546010350565
956,14.1211916974421
957,15.2014657432623
958,16.609823175756
959,15.2754662732163
960,14.7364413698601
961,13.5461267471902
962,15.1564374181042
963,14.6248010288874
964,14.4529638522607
965,12.8203283570269
966,5.47162492732196
967,0.65905526951059
968,0.949058075473518
969,0.768055155575077
970,9.78265709988769
971,13.8602718967894
972,7.69200054275875
973,4.92259065688946
974,10.5364227129928
975,14.1259688132035
976,13.5377611426051
977,13.1393024786177
978,12.8603054552725
979,6.51667333213249
980,3.94113796333815
981,22.067195319257
982,19.3973791551235
983,10.0529701567766
984,6.84762270332498
985,5.28205925857243
986,4.41247368781429
987,3.79905022134332
988,3.28568840827538
989,2.85579278991316
990,2.53461031840956
991,2.2889830839979
992,2.10503856312656
993,6.33980893385499
994,8.79940871160315
995,8.8856776901095
996,7.43830856341205
997,9.68001961830019
998,9.34073489124281
999,8.46184408455411
1000,7.86869817476267
1001,7.47302486508815
1002,8.99422953643451
1003,9.28844281792589
1004,8.90194431755191
1005,8.53891462899541
1006,8.27637569300565
1007,8.98836731479491
1008,9.34168873117324
1009,8.69208375504932
1010,8.30579300312611
1011,7.80946760544023
1012,7.61761474406687
1013,7.43235559664966
1014,7.26612398762421
1015,6.67666583646439
1016,6.79390027969044
1017,7.69067904253831
1018,8.74064295393002
1019,8.01071552172476
1020,7.49467814916542
1021,7.17993993161824
1022,7.66161466929295
1023,12.7520258578346
1024,13.1191811474111
1025,11.2651310341299
1026,10.4633859372702
1027,9.42760238842448
1028,9.04897257970316
1029,8.74896572526883
1030,8.81682699360705
1031,9.71985404712794
1032,9.4214133472557
1033,6.39764609629447
1034,5.41886616841579
1035,5.22568222998582
1036,5.17512231042407
1037,5.36149891098984
1038,5.99161064584151
1039,5.68303204000009
1040,5.08629684190981
1041,4.61176364909518
1042,4.27628576807677
1043,3.97808320717152
1044,4.29313907459736
1045,7.19704533635155
1046,6.70823731524897
1047,5.45805981420203
1048,4.77058082192442
1049,4.3472677012311
1050,4.09995513616739
1051,7.63764374616727
1052,9.80004707348018
1053,8.04835901910989
1054,7.85904847660215
1055,8.92037095448327
1056,6.37268594057219
1057,6.85185156295653
1058,8.89809538582835
1059,7.45374371751209
1060,6.11863953130266
1061,5.28172918229264
1062,4.86165469239153
1063,4.64481010957679
1064,10.1579887792519
1065,9.96738331905458
1066,7.5516249258434
1067,6.24051146029853
1068,5.53228037814856
1069,5.11901322611164
1070,4.8778272651257
1071,5.88137293489535
1072,18.3413136893403
1073,14.8248091518146
1074,9.62152939309999
1075,7.14840374246287
1076,5.96596954377805
1077,5.17501901596475
1078,4.62966892813568
1079,4.3352001124423
1080,4.37195973690893
1081,4.1173241383345
1082,3.77656542516464
1083,3.52325828653506
1084,3.40608547878818
1085,3.33267146593942
1086,4.76443363661979
1087,6.8855581759977
1088,7.74546901683293
1089,6.09530896319767
1090,5.13976531598399
1091,4.68241550596972
1092,7.87090965290078
1093,7.10821986783729
1094,5.70927116261751
1095,5.03507676978849
1096,4.63866292427216
1097,4.55373623910967
1098,4.1700912973954
1099,3.51113089569087
1100,3.13329490817572
1101,2.89350342239059
1102,2.74109749588981
1103,2.6089485448417
1104,6.89153172267056
1105,9.06458201037779
1106,8.20483038665497
1107,7.9746905048078
1108,9.62883045433527
1109,10.2842485512221
1110,10.097620850661
1111,9.94454715140217
1112,11.4710715917568
1113,13.3452462936535
1114,13.0821631228486
1115,12.9480621630128
1116,12.7934785151586
1117,12.75190691316
1118,10.2844727681075
1119,9.07818023559541
1120,9.39032754850883
1121,7.1857733121937
1122,7.91903854118751
1123,13.1413459077362
1124,12.2837671104816
1125,9.12189283135852
1126,4.09094055880405
1127,3.75001680749429
1128,3.58593938374045
1129,3.3519176313259
1130,3.14599779672183
1131,2.93362749496078
1132,5.25613344124642
1133,8.62011109427609
1134,8.5020465459465
1135,8.38362425453913
1136,9.60487722768195
1137,10.2748468371657
1138,10.1561006826791
1139,10.0801573119932
1140,10.2007599418658
1141,10.798248885887
1142,12.328281893515
1143,13.1786005223707
1144,13.5168040801769
1145,13.4479571580652
1146,13.3477496407512
1147,13.2840586058502
1148,13.289035621522
1149,13.3494254998572
1150,11.6636852846323
1151,11.5498467118379
1152,11.2764472981523
1153,10.957656813144
1154,10.7986804776321
1155,12.0781490972389
1156,13.0483669584696
1157,12.9729897205459
1158,13.2799628443902
1159,13.6486570302328
1160,15.0683382947706
1161,15.9196910565615
1162,15.933808466908
1163,16.0931598325312
1164,13.9292021902534
1165,9.82479209103188
1166,9.45118690477345
1167,9.2254406008783
1168,9.2277874910878
1169,9.11197615091375
1170,8.87119302929141
1171,8.7218807420425
1172,8.63836857868039
1173,8.54535914993639
1174,8.48618836474547
1175,8.32920826193648
1176,8.18326401887993
1177,8.05678577831847
1178,7.98009565859013
1179,8.04984304499037
1180,7.98263461250376
1181,7.92263722961551
1182,7.78411678769478
1183,11.11371220359
1184,13.2077966063085
1185,9.78768811187852
1186,7.8851779282703
1187,8.01866231822793
1188,8.10089373504275
1189,7.9904622499041
1190,8.2994924054076
1191,9.92562075422654
1192,9.88737384487572
1193,10.5457241389634
1194,11.9861157620397
1195,11.9757597637031
1196,10.222066984061
1197,9.17855133121651
1198,9.23994318930557
1199,9.2021651345743
1200,9.04678876902124
1201,8.93489330394348
1202,6.59751634383464
1203,9.07361342976677
1204,8.95175358942874
1205,8.82242659641025
1206,4.21710939167881
1207,0.483025861330883
1208,0.692448387750977
1209,4.58459642964403
1210,4.04245817817974
1211,3.38390396446186
1212,2.72010619779588
1213,5.77769929231803
1214,7.24845663433776
1215,7.04625724617386
1216,6.77440525717109
1217,7.42385032277215
1218,8.08643957134735
1219,8.12680231751182
1220,8.12474006955301
1221,7.84966241078644
1222,7.60677194491947
1223,7.55553803939915
1224,7.56923256378249
1225,5.14603302928848
1226,8.28948763411592
1227,8.17393414176514
1228,7.43299483023908
1229,7.00082595712176
1230,8.42012779384753
1231,9.54249635086741
1232,10.3504897384001
1233,7.75490847264489
1234,10.0350336666463
1235,9.82935861223065
1236,9.60901220997046
1237,11.3022101063298
1238,13.01763940158
1239,13.5914303138117
1240,13.3550839971557
1241,13.0933457368064
1242,12.9309215084472
1243,12.7418219727358
1244,12.5616839601601
1245,12.5197893674529
1246,14.6552688686822
1247,15.2859583261744
1248,14.9578556605237
1249,17.0093789085491
1250,17.1282713540307
1251,13.1399634318524
1252,12.802014250311
1253,12.3874454327567
1254,11.9891950518474
1255,11.7280220518899
1256,11.3464488296805
1257,10.9897874802576
1258,10.6339509837908
1259,10.4322413692166
1260,10.9550536066394
1261,11.285157845823
1262,10.8317211871868
1263,10.482595622812
1264,10.2641776932576
1265,11.6451545167187
1266,12.5497442711671
1267,13.8834084050342
1268,13.1126972807316
1269,14.7026660178448
1270,14.6953568177331
1271,14.6215199189211
1272,14.7910900539933
1273,14.8776490155803
1274,14.7153559453625
1275,14.5857510579212
1276,14.5012004176948
1277,14.4669120937512
1278,14.3532678998772
1279,14.2926248489532
1280,14.2706350895291
1281,14.3029059872508
1282,14.2066941792173
1283,14.1226442154864
1284,14.0891129311986
1285,14.0683299306535
1286,14.0022808037264
1287,13.9760684367039
1288,13.941518916314
1289,13.9249723477385
1290,13.9103730648561
1291,13.9095204972417
1292,13.9003827820097
1293,13.8817347834794
1294,13.8329746159021
1295,11.4705662628673
1296,13.8497478886329
1297,12.1426467079362
1298,10.5914435577587
1299,10.5093999855126
1300,10.4576267769051
1301,10.1145033739
1302,10.4068356811437
1303,10.3760169935278
1304,10.4650478381254
1305,10.65883740828
1306,10.6600868919405
1307,10.4567864171675
1308,10.4284511936759
1309,10.5194753495108
1310,10.4554098166675
1311,10.3853868341317
1312,10.3671294635034
1313,10.3955191211371
1314,9.59328920345593
1315,9.02624450958109
1316,8.95106688247469
1317,8.89102982451711
1318,9.16190071031886
1319,9.60712107136625
1320,9.50977206249546
1321,9.34391649840619
1322,9.16376552480211
1323,9.2297904888842
1324,9.93054646041197
1325,9.5532921837993
1326,9.56870504646268
1327,9.35594486636645
1328,9.24168682633254
1329,8.36995988887701
1330,7.80390191716695
1331,6.84703341538825
1332,6.14980717053177
1333,6.20842427644475
1334,6.29416187455793
1335,6.35870410977126
1336,6.39327742273664
1337,6.35095477031559
1338,8.08359020136013
1339,9.50507081335999
1340,10.7252080799536
1341,10.8171898724081
1342,10.8016188151533
1343,10.8790877089901
1344,9.14361873521738
1345,8.46252806202549
1346,7.2272505342216
1347,7.14368443523361
1348,7.18356902775469
1349,7.12462307373131
1350,7.92273751094194
1351,8.85424920069384
1352,9.71644822575775
1353,9.91035749388546
1354,10.2535014510341
1355,10.2610480676293
1356,10.3125729604324
1357,10.3377069280556
1358,8.78636839356337
1359,6.97813991060129
1360,6.83756667235411
1361,6.7586220268866
1362,6.7444706082948
1363,8.24350450074639
