$Gates Daily Discharge,
171,0.177541435
172,0.130033013
173,0.137036247
174,0.139686119
175,0.131736502
176,0.154071139
177,0.130033013
178,0.104291398
179,0.091609866
180,0.093691909
181,0.105048504
182,0.131547226
183,0.617041663
184,0.757106334
185,0.338805085
186,0.180191308
187,0.126058205
188,0.123597609
189,0.25930892
190,0.289593173
191,0.16675267
192,0.12189412
193,0.127193864
194,0.111673184
195,0.101262972
196,0.077792676
197,0.059054294
198,0.052429614
199,0.063596932
200,0.061136336
201,0.050915401
202,0.053565273
203,0.082903144
204,0.080253271
205,0.883921645
206,0.902849304
207,0.388016996
208,0.325555724
209,0.210097008
210,0.13684697
211,0.128140247
212,0.196847647
213,0.454263801
214,0.238488495
215,0.157478118
216,0.116215822
217,0.0986131
218,0.082335314
219,0.065868251
220,0.054890209
221,0.049779741
222,0.047697699
223,0.043344338
224,0.058486464
225,0.048833359
226,0.053375997
227,0.043344338
228,0.035016168
229,0.031987743
230,0.040315912
231,0.030094977
232,0.019874041
233,0.015331403
234,0.020441871
235,0.035205445
236,0.045615657
237,0.040883742
238,0.03104136
239,0.025173786
240,0.03766604
241,0.07646774
242,0.112808844
243,0.084038803
244,0.06094706
245,0.044669274
246,0.033312679
247,0.024984509
248,0.020820424
249,0.016788833
250,0.015369259
251,0.014460731
252,0.015388186
253,0.013476493
254,0.017280952
255,0.041451572
256,0.045047827
257,0.036151827
258,0.023659573
259,0.016750978
260,0.013684697
261,0.011280884
262,0.011205174
263,0.010902331
264,0.011697293
265,0.011489089
266,0.011299812
267,0.011110535
268,0.01075091
269,0.010410212
270,0.010921259
271,0.012094774
272,0.012738314
273,0.011886569
274,0.011110535
275,0.010561633
276,0.01075091
277,0.015615318
278,0.01317365
279,0.011697293
280,0.012738314
281,0.015085344
282,0.013855046
283,0.015615318
284,0.012094774
285,0.011697293
286,0.012738314
287,0.01317365
288,0.01317365
289,0.014347165
290,0.013855046
291,0.016997037
292,0.019874041
293,0.020820424
294,0.019874041
295,0.017583795
296,0.015880305
297,0.029716424
298,0.071167995
299,0.077414123
300,0.062271996
301,0.097855994
302,0.161642202
303,0.123597609
304,0.087067228
305,0.073817868
306,0.060568507
307,0.052997443
308,0.047319146
309,0.043533614
310,0.043533614
311,0.037855317
312,0.035962551
313,0.034069785
314,0.035962551
315,0.034069785
316,0.035962551
317,0.034069785
318,0.09198842
319,0.293378705
320,0.251737856
321,0.173566627
322,0.133250715
323,0.116972929
324,0.160695819
325,0.234702964
326,0.200633179
327,0.142903821
328,0.129275907
329,0.143660927
330,0.127383141
331,0.12075846
332,0.160695819
333,0.153124756
334,0.123597609
335,0.114512333
336,0.127950971
337,0.198740413
338,0.283914875
339,0.208204242
340,0.174323733
341,0.151421267
342,0.131168672
343,0.147825012
344,0.232810198
345,0.221453603
346,0.187951648
347,0.168266883
348,0.287700407
349,0.335019553
350,0.291485939
351,0.156721011
352,0.123976162
353,0.164102798
354,0.169591819
355,0.09804527
356,0.091799143
357,0.08366025
358,0.084417356
359,0.087256505
360,0.120569184
361,0.310413597
362,0.550794858
363,0.270665515
364,0.186815988
365,0.159938713
366,0.137036247
367,0.123219056
368,0.112619567
369,0.102209355
370,0.094259739
371,0.088959994
372,0.084606633
373,0.080442548
374,0.075710633
375,0.075710633
376,0.070600166
377,0.072682208
378,0.071546549
379,0.070410889
380,0.067950294
381,0.06927523
382,0.072114378
383,0.093124079
384,0.091042037
385,0.081767484
386,0.07646774
387,0.066246804
388,0.059432847
389,0.057161528
390,0.221453603
391,0.944490152
392,0.573508048
393,0.246059559
394,0.183219733
395,0.148392842
396,0.133061438
397,0.120190631
398,0.10523778
399,0.096720334
400,0.090474207
401,0.084606633
402,0.081388931
403,0.076089187
404,0.072682208
405,0.0687074
406,0.073439314
407,0.072114378
408,0.065868251
409,0.062650549
410,0.064732592
411,0.062082719
412,0.062082719
413,0.063218379
414,0.063218379
415,0.062271996
416,0.062082719
417,0.064543315
418,0.066436081
419,0.071546549
420,0.157856671
421,0.405051889
422,1.764057759
423,0.91799143
424,0.639754853
425,0.558365922
426,0.50915401
427,0.484548054
428,0.391802528
429,0.331234021
430,0.314199129
431,0.335019553
432,0.399373591
433,0.484548054
434,0.44101444
435,0.41830125
436,0.431550611
437,0.494011883
438,2.044187103
439,2.612016854
440,1.949548811
441,1.137552267
442,0.85931569
443,0.649218682
444,0.529974434
445,0.446692737
446,0.389909762
447,0.800639949
448,1.067519931
449,0.696537828
450,0.526188902
451,0.437228908
452,0.355839977
453,0.423979547
454,1.232190559
455,1.892765836
456,1.156479926
457,0.774141227
458,0.562151453
459,0.433443376
460,0.348268914
461,0.29527147
462,0.264987217
463,0.246059559
464,0.263094451
465,0.32744849
466,0.255523388
467,0.217668071
468,0.198740413
469,0.17394518
470,0.155017522
471,0.152556926
472,0.191169349
473,0.210097008
474,0.196847647
475,0.172620244
476,0.17394518
477,0.149907054
478,0.129843736
479,0.123408333
480,0.113944503
481,0.108834036
482,0.106751993
483,0.109212589
484,0.106751993
485,0.109212589
486,0.100695142
487,0.087067228
488,0.088959994
489,0.108834036
490,0.080442548
491,0.103912844
492,0.095963228
493,0.133250715
494,0.171484585
495,0.132115055
496,0.145364416
497,0.092177696
498,0.074196421
499,0.065678975
500,0.102777185
501,0.075521357
502,0.055458039
503,0.055079486
504,0.15123199
505,0.166374117
506,0.115647993
507,0.079496165
508,0.064921868
509,0.054322379
510,0.049779741
511,0.042397955
512,0.04599421
513,0.042776508
514,0.035394721
515,0.034448338
516,0.032177019
517,0.038423146
518,0.048644082
519,0.037855317
520,0.064921868
521,0.058107911
522,0.03766604
523,0.03766604
524,0.028202211
525,0.026309445
526,0.031987743
527,0.037476764
528,0.036341104
529,0.060189954
530,0.071357272
531,0.055458039
532,0.041451572
533,0.034069785
534,0.025930892
535,0.020820424
536,0.018908731
537,0.017394518
538,0.015785667
539,0.02214536
540,0.025552339
541,0.031230636
542,0.02271319
543,0.019684765
544,0.018530178
545,0.018397684
546,0.016826688
547,0.01616422
548,0.014290382
549,0.011564799
550,0.010391284
551,0.009596323
552,0.008858144
553,0.007854978
554,0.007646774
555,0.006776102
556,0.009350263
557,0.011110535
558,0.010542706
559,0.012037991
560,0.01317365
561,0.016599556
562,0.016599556
563,0.024984509
564,0.018814092
565,0.013798263
566,0.013703625
567,0.010466995
568,0.010807693
569,0.011110535
570,0.017337735
571,0.016561701
572,0.012814025
573,0.010542706
574,0.009690961
575,0.008422808
576,0.007419642
577,0.007135727
578,0.006037923
579,0.00565937
580,0.005470093
581,0.005432238
582,0.005224034
583,0.006208272
584,0.00630291
585,0.00573508
586,0.005470093
587,0.005602587
588,0.005526876
589,0.005224034
590,0.0062272
591,0.006075778
592,0.005015829
593,0.005034757
594,0.006189344
595,0.005943285
596,0.005470093
597,0.005432238
598,0.0053376
599,0.004864408
600,0.009482757
601,0.02328102
602,0.029527147
603,0.027445105
604,0.018132697
605,0.011470161
606,0.009028493
607,0.007249293
608,0.006151489
609,0.005129395
610,0.005148323
611,0.004750842
612,0.005224034
613,0.004637276
614,0.00412623
615,0.00412623
616,0.004372289
617,0.004315506
618,0.00412623
619,0.003974808
620,0.003577327
621,0.003936953
622,0.004694059
623,0.004429072
624,0.003785532
625,0.003406979
626,0.004031591
627,0.004220868
628,0.00388017
629,0.003974808
630,0.003766604
631,0.003539472
632,0.003369123
633,0.003293413
634,0.003255557
635,0.003369123
636,0.003369123
637,0.003501617
638,0.004258723
639,0.018019131
640,0.063975485
641,0.025173786
642,0.018208407
643,0.014498586
644,0.027255828
645,0.070978719
646,0.043533614
647,0.028391488
648,0.018870875
649,0.016997037
650,0.015444969
651,0.01438502
652,0.012075846
653,0.120001354
654,0.181516244
655,0.081199654
656,0.036341104
657,0.027445105
658,0.021198977
659,0.018132697
660,0.018397684
661,0.020252594
662,0.015823522
663,0.017318807
664,0.015956016
665,0.019684765
666,0.029716424
667,0.032744849
668,0.030094977
669,0.027634381
670,0.022523913
671,0.026687998
672,0.033123402
673,0.040126636
674,0.177162882
675,0.161642202
676,0.05261889
677,0.093313356
678,0.091042037
679,0.077792676
680,0.036530381
681,0.021198977
682,0.035205445
683,0.024984509
684,0.031798466
685,0.065868251
686,0.175459393
687,0.253630622
688,0.131357949
689,0.079685442
690,0.055458039
691,0.042397955
692,0.051861784
693,0.044669274
694,0.036341104
695,0.052240337
696,0.094827568
697,0.058675741
698,0.040315912
699,0.040505189
700,0.047697699
701,0.242274027
702,0.189276584
703,0.127004588
704,0.101452249
705,0.08422808
706,0.071357272
707,0.073628591
708,0.063786209
709,0.054700933
710,0.066246804
711,0.107130546
712,0.675717403
713,0.490226352
714,0.287700407
715,0.221453603
716,0.163913521
717,0.148392842
718,0.134007821
719,0.118108588
720,0.075710633
721,0.070032336
722,0.06813957
723,0.064354038
724,0.060568507
725,0.054890209
726,0.062461273
727,0.060568507
728,0.056782975
729,0.052997443
730,0.052997443
731,0.056782975
732,0.075710633
733,0.092745526
734,0.079496165
735,0.062461273
736,0.051104678
737,0.047319146
738,0.043533614
739,0.039748083
740,0.037855317
741,0.035962551
742,0.037855317
743,0.047319146
744,0.043533614
745,0.039748083
746,0.039748083
747,0.037855317
748,0.037855317
749,0.052997443
750,0.054890209
751,0.051104678
752,0.047319146
753,0.041640848
754,0.039748083
755,0.041640848
756,0.041640848
757,0.047319146
758,0.049211912
759,0.04542638
760,0.043533614
761,0.039748083
762,0.037855317
763,0.04542638
764,0.051104678
765,0.049211912
766,0.047319146
767,0.060568507
768,0.064354038
769,0.060568507
770,0.054890209
771,0.049211912
772,0.043533614
773,0.043533614
774,0.041640848
775,0.04542638
776,0.049211912
777,0.047319146
778,0.049211912
779,0.070032336
780,0.102209355
781,0.096531058
782,0.077603399
783,0.066246804
784,0.060568507
785,0.052997443
786,0.079496165
787,0.11356595
788,0.094638292
789,0.107887653
790,0.132493609
791,0.121137013
792,0.105994887
793,0.096531058
794,0.096531058
795,0.223346369
796,1.930621153
797,1.588030536
798,0.702216125
799,0.458049332
800,0.704108891
801,0.961525045
802,0.681395701
803,0.526188902
804,0.427765079
805,0.482655288
806,0.679502935
807,0.717358252
808,0.751428037
809,0.548902092
810,0.425872313
811,0.374767636
812,0.336912319
813,0.291485939
814,0.24984509
815,0.219560837
816,0.196847647
817,0.179812754
818,0.166563394
819,0.155206799
820,0.149528501
821,0.174134457
822,0.202525944
823,0.219560837
824,0.225239134
825,0.287700407
826,0.264987217
827,0.213882539
828,0.183598286
829,0.153314033
830,0.134386374
831,0.126815311
832,0.119244248
833,0.151421267
834,0.213882539
835,0.185491052
836,0.162777862
837,0.679502935
838,0.741964208
839,0.433443376
840,0.342590616
841,0.285807641
842,0.219560837
843,0.230917432
844,0.299057002
845,0.255523388
846,0.219560837
847,0.206311476
848,0.200633179
849,0.198740413
850,0.172241691
851,0.143850204
852,0.128708077
853,0.119244248
854,0.126815311
855,0.144228757
856,0.134575651
857,0.116026546
858,0.109401865
859,0.108455482
860,0.100505866
861,0.113944503
862,0.158613777
863,0.131925779
864,0.098234547
865,0.126626034
866,0.24984509
867,0.299057002
868,0.289593173
869,0.278236578
870,0.264987217
871,0.223346369
872,0.173188074
873,0.152556926
874,0.181326967
875,0.170348925
876,0.161831479
877,0.130600843
878,0.098802377
879,0.079874718
880,0.063596932
881,0.056972252
882,0.054133103
883,0.074385697
884,0.065300421
885,0.052808167
886,0.050726124
887,0.044479997
888,0.038044593
889,0.036341104
890,0.042208678
891,0.058297188
892,0.048644082
893,0.0986131
894,0.094070462
895,0.104102121
896,0.080631825
897,0.056972252
898,0.046372763
899,0.117730035
900,0.06094706
901,0.044101444
902,0.031419913
903,0.043155061
904,0.264987217
905,0.297164236
906,0.261201685
907,0.355839977
908,0.251737856
909,0.150853437
910,0.134007821
911,0.107130546
912,0.073628591
913,0.062650549
914,0.050536848
915,0.040505189
916,0.034637615
917,0.036341104
918,0.0299057
919,0.027634381
920,0.030662807
921,0.025173786
922,0.021388254
923,0.018094841
924,0.021009701
925,0.024984509
926,0.020063318
927,0.017545939
928,0.012019063
929,0.012435472
930,0.012908663
931,0.007817123
932,0.006738246
933,0.005810791
934,0.00961525
935,0.010731982
936,0.01075091
937,0.012170484
938,0.010637344
939,0.010675199
940,0.009463829
941,0.00961525
942,0.00961525
943,0.006813957
944,0.006359693
945,0.007608919
946,0.005772936
947,0.005697225
948,0.004731915
949,0.003369123
950,0.007646774
951,0.009369191
952,0.055647316
953,0.034448338
954,0.021009701
955,0.015728884
956,0.010826621
957,0.044101444
958,0.20441871
959,0.098802377
960,0.051672507
961,0.035773274
962,0.027823658
963,0.020631148
964,0.019684765
965,0.015974944
966,0.011773003
967,0.01042914
968,0.018208407
969,0.017015965
970,0.475084225
971,0.73628591
972,0.376660401
973,0.191169349
974,0.123976162
975,0.09028493
976,0.070600166
977,0.056972252
978,0.04656204
979,0.06927523
980,0.206311476
981,0.78171229
982,0.844173563
983,0.448585503
984,0.302842534
985,0.223346369
986,0.176405776
987,0.141389608
988,0.116405099
989,0.101073696
990,0.088013611
991,0.078171229
992,0.071925102
993,0.065300421
994,0.066057528
995,0.071167995
996,0.095773951
997,0.429657845
998,0.374767636
999,0.234702964
1000,0.162967138
1001,0.131736502
1002,0.299057002
1003,0.353947211
1004,0.27184128
1005,0.18122752
1006,0.1840592
1007,0.21803936
1008,0.19255424
1009,0.14724736
1010,0.13875232
1011,0.13025728
1012,0.12459392
1013,0.11609888
1014,0.11043552
1015,0.11043552
1016,0.1557424
1017,0.3114848
1018,0.283168
1019,0.15007904
1020,0.13875232
1021,0.141584
1022,0.18689088
1023,0.2265344
1024,0.15857408
1025,0.13875232
1026,0.13308896
1027,0.13308896
1028,0.13592064
1029,0.13592064
1030,0.17556416
1031,0.1982176
1032,0.18972256
1033,0.24352448
1034,0.1982176
1035,0.20671264
1036,0.22087104
1037,0.24352448
1038,0.26617792
1039,0.2406928
1040,0.212376
1041,0.20954432
1042,0.21520768
1043,0.21520768
1044,0.24635616
1045,0.2406928
1046,0.17556416
1047,0.16706912
1048,0.16423744
1049,0.16140576
1050,0.15857408
1051,0.15857408
1052,0.141584
1053,0.13875232
1054,0.13592064
1055,0.13308896
1056,0.18689088
1057,0.35112832
1058,0.1982176
1059,0.16140576
1060,0.15291072
1061,0.14724736
1062,0.14724736
1063,0.1982176
1064,0.31431648
1065,0.17556416
1066,0.16140576
1067,0.1557424
1068,0.15007904
1069,0.15007904
1070,0.17556416
1071,0.33130656
1072,0.48704896
1073,0.20104928
1074,0.20388096
1075,0.18972256
1076,0.18122752
1077,0.198500768
1078,0.190005728
1079,0.195102752
1080,0.180661184
1081,0.161972096
1082,0.144698848
1083,0.141017664
1084,0.141300832
1085,0.262496736
1086,0.274956128
1087,0.40776192
1088,0.206995808
1089,0.181510688
1090,0.171033472
1091,0.33130656
1092,0.262496736
1093,0.17981168
1094,0.171599808
1095,0.17698
1096,0.179245344
1097,0.16848496
1098,0.138185984
1099,0.124310752
1100,0.128558272
1101,0.13167312
1102,0.133938464
1103,0.121195904
1104,0.11751472
1105,0.11751472
1106,0.11043552
1107,0.165370112
1108,0.174997824
1109,0.122045408
1110,0.090896928
1111,0.090896928
1112,0.131956288
1113,0.138185984
1114,0.100241472
1115,0.08919792
1116,0.083251392
1117,0.08070288
1118,0.097409792
1119,0.19397008
1120,0.120912736
1121,0.153760224
1122,0.50687072
1123,0.217189856
1124,0.173298816
1125,0.148946368
1126,0.14299984
1127,0.151211712
1128,0.132239456
1129,0.121195904
1130,0.11751472
1131,0.106471168
1132,0.109869184
1133,0.104205824
1134,0.096843456
1135,0.092879104
1136,0.092312768
1137,0.092312768
1138,0.073906848
1139,0.073340512
1140,0.073057344
1141,0.074756352
1142,0.080136544
1143,0.0849504
1144,0.073057344
1145,0.067393984
1146,0.0637128
1147,0.061730624
1148,0.064562304
1149,0.064845472
1150,0.150645376
1151,0.1203464
1152,0.090330592
1153,0.089481088
1154,0.085516736
1155,0.0920296
1156,0.103073152
1157,0.089481088
1158,0.163387936
1159,0.116948384
1160,0.096560288
1161,0.088065248
1162,0.139601824
1163,0.212376
1164,0.15149488
1165,0.122894912
1166,0.117797888
1167,0.11751472
1168,0.142150336
1169,0.11893056
1170,0.105621664
1171,0.108736512
1172,0.103073152
1173,0.102506816
1174,0.098542464
1175,0.094578112
1176,0.093728608
1177,0.089764256
1178,0.084384064
1179,0.078437536
1180,0.078720704
1181,0.078720704
1182,0.075322688
1183,0.083251392
1184,0.077304864
1185,0.071641504
1186,0.070508832
1187,0.085233568
1188,0.08070288
1189,0.071641504
1190,0.06229696
1191,0.049837568
1192,0.04389104
1193,0.040776192
1194,0.038510848
1195,0.037095008
1196,0.035962336
1197,0.047572224
1198,0.04105936
1199,0.035679168
1200,0.033696992
1201,0.03256432
1202,0.033413824
1203,0.030015808
1204,0.028883136
1205,0.0283168
1206,0.027184128
1207,0.026334624
1208,0.29166304
1209,0.45590048
1210,0.124310752
1211,0.091746432
1212,0.080136544
1213,0.069092992
1214,0.055784096
1215,0.049271232
1216,0.042758368
1217,0.11751472
1218,0.063429632
1219,0.082968224
1220,0.077021696
1221,0.074190016
1222,0.070225664
1223,0.068809824
1224,0.098825632
1225,0.098825632
1226,0.152344384
1227,0.109586016
1228,0.10194048
1229,0.099958304
1230,0.137053312
1231,0.143849344
1232,0.137053312
1233,0.118364224
1234,0.110152352
1235,0.10477216
1236,0.096843456
1237,0.100241472
1238,0.137619648
1239,0.120629568
1240,0.109869184
1241,0.103922656
1242,0.099675136
1243,0.08919792
1244,0.084384064
1245,0.095710784
1246,0.09344544
1247,0.07928704
1248,0.074756352
1249,0.187457216
1250,0.126292928
1251,0.112417696
1252,0.107320672
1253,0.11468304
1254,0.101090976
1255,0.094294944
1256,0.090330592
1257,0.083817728
1258,0.071924672
1259,0.07220784
1260,0.10335632
1261,0.084384064
1262,0.068526656
1263,0.062580128
1264,0.062580128
1265,0.061164288
1266,0.052952416
1267,0.054651424
1268,0.050687072
1269,0.057199936
1270,0.052669248
1271,0.04530688
1272,0.10052464
1273,0.071358336
1274,0.054934592
1275,0.050120736
1276,0.047289056
1277,0.0424752
1278,0.03681184
1279,0.038510848
1280,0.038510848
1281,0.051819744
1282,0.03822768
1283,0.034829664
1284,0.034546496
1285,0.032281152
1286,0.029166304
1287,0.026617792
1288,0.02548512
1289,0.02406928
1290,0.023219776
1291,0.02406928
1292,0.021803936
1293,0.021803936
1294,0.020388096
1295,0.023786112
1296,0.020104928
1297,0.019255424
1298,0.019538592
1299,0.01840592
1300,0.018689088
1301,0.024635616
1302,0.01840592
1303,0.017556416
1304,0.018972256
1305,0.154609728
1306,0.071924672
1307,0.041625696
1308,0.031714816
1309,0.03256432
1310,0.02690096
1311,0.021803936
1312,0.01982176
1313,0.082968224
1314,0.038510848
1315,0.024635616
1316,0.020104928
1317,0.017839584
1318,0.19680176
1319,0.11468304
1320,0.071924672
1321,0.040493024
1322,0.026051456
1323,0.087498912
1324,0.252302688
1325,0.06512864
1326,0.07928704
1327,0.040209856
1328,0.03114848
1329,0.025768288
1330,0.023219776
1331,0.021520768
1332,0.020104928
1333,0.019255424
1334,0.017556416
1335,0.018689088
1336,0.0424752
1337,0.01982176
1338,0.017273248
1339,0.015857408
1340,0.015857408
1341,0.01557424
1342,0.015007904
1343,0.133372128
1344,0.1699008
1345,0.045873216
1346,0.030015808
1347,0.045590048
1348,0.037095008
1349,0.023786112
1350,0.021520768
1351,0.020104928
1352,0.018122752
1353,0.017556416
1354,0.017839584
1355,0.015857408
1356,0.016423744
1357,0.047572224
1358,0.278070976
1359,0.043041536
1360,0.031714816
1361,0.028033632
1362,0.037661344
1363,0.024352448
1364,0.022370272
1365,0.022087104
1366,0.0212376
1367,0.143849344
1368,0.089481088
1369,0.04813856
1370,0.038510848
1371,0.043041536
1372,0.054368256
1373,0.049271232
1374,0.043607872
1375,0.035396
1376,0.031714816
1377,0.054085088
1378,0.039077184
1379,0.079853376
1380,0.055500928
1381,0.045590048
1382,0.040776192
1383,0.057199936
1384,0.06229696
1385,0.0566336
1386,0.038794016
1387,0.024352448
1388,0.111568192
1389,0.086649408
1390,0.051253408
1391,0.045873216
1392,0.03964352
1393,0.038794016
1394,0.040493024
1395,0.047005888
1396,0.048704896
1397,0.051819744
1398,0.50120736
1399,0.40493024
1400,0.19397008
1401,0.122045408
1402,0.098259296
1403,0.089481088
1404,0.077588032
1405,0.070508832
1406,0.062863296
1407,0.064279136
1408,0.117231552
1409,0.109586016
1410,0.095993952
1411,0.0849504
1412,0.083251392
1413,0.126292928
1414,0.086649408
1415,0.07645536
1416,0.071641504
1417,0.068526656
1418,0.068243488
1419,0.070508832
1420,0.068526656
1421,0.067110816
1422,0.065411808
1423,0.06512864
1424,0.064845472
1425,0.058898944
1426,0.056916768
1427,0.063429632
1428,0.063429632
1429,0.059748448
1430,0.056350432
1431,0.056067264
1432,0.061730624
1433,0.067677152
1434,0.063146464
1435,0.066827648
1436,0.05521776
1437,0.054934592
1438,0.08919792
1439,0.071358336
1440,0.167918624
1441,0.08778208
1442,0.070225664
1443,0.064279136
1444,0.061447456
1445,0.060597952
1446,0.05804944
1447,0.088348416
1448,0.28883136
1449,0.131956288
1450,0.103073152
1451,0.30865312
1452,0.160839424
1453,0.11609888
1454,0.105904832
1455,0.100807808
1456,0.091746432
1457,0.120063232
1458,0.107887008
1459,0.09486128
1460,0.093728608
1461,0.0849504
1462,0.085799904
1463,0.077021696
1464,0.070225664
1465,0.07362368
1466,0.07645536
1467,0.07645536
1468,0.076738528
1469,0.073340512
1470,0.073906848
1471,0.075322688
1472,0.080136544
1473,0.100807808
1474,0.141017664
1475,0.208694816
1476,0.145548352
1477,0.139035488
1478,0.129974112
1479,0.112417696
1480,0.110152352
1481,0.12176224
1482,0.10901968
1483,0.09769296
1484,0.082401888
1485,0.075322688
1486,0.073906848
1487,0.076738528
1488,0.071924672
1489,0.072774176
1490,0.079570208
1491,0.139035488
1492,0.43607872
1493,0.15998992
1494,0.123744416
1495,0.113550368
1496,0.107037504
1497,0.10477216
1498,0.103073152
1499,0.095710784
1500,0.095144448
1501,0.097976128
1502,0.104488992
1503,0.112417696
1504,0.126859264
1505,0.115532544
1506,0.114399872
1507,0.1274256
1508,0.130540448
1509,0.115532544
1510,0.103922656
1511,0.130823616
1512,0.147530528
1513,0.11609888
1514,0.109302848
1515,0.11043552
1516,0.134221632
1517,0.134787968
1518,0.130540448
1519,0.4813856
1520,0.38794016
1521,0.269859104
1522,0.231348256
1523,0.216906688
1524,0.204447296
1525,0.202748288
1526,0.230498752
1527,0.229649248
1528,0.198500768
1529,0.219738368
1530,0.217189856
1531,0.255417536
1532,0.54085088
1533,0.63146464
1534,0.40209856
1535,0.32847488
1536,0.2973264
1537,0.265611584
1538,0.241542304
1539,0.253718528
1540,0.24494032
1541,0.214924512
1542,0.204447296
1543,0.201615616
1544,0.218322528
1545,0.215774016
1546,0.210110656
1547,0.21803936
1548,0.230498752
1549,0.248055168
1550,0.250037344
1551,0.231914592
1552,0.33413824
1553,0.241259136
1554,0.216340352
1555,0.205579968
1556,0.20388096
1557,0.191421568
1558,0.187174048
1559,0.18972256
1560,0.194253248
1561,0.214075008
1562,0.208694816
1563,0.261080896
1564,0.231631424
1565,0.185191872
1566,0.172166144
1567,0.159706752
1568,0.151778048
1569,0.14299984
1570,0.15291072
1571,0.243241312
1572,0.15432656
1573,0.141300832
1574,0.134221632
1575,0.136203808
1576,0.130540448
1577,0.118081056
1578,0.118364224
1579,0.115249376
1580,0.112417696
1581,0.109869184
1582,0.105904832
1583,0.10335632
1584,0.098542464
1585,0.09627712
1586,0.094578112
1587,0.0920296
1588,0.090896928
1589,0.222570048
1590,0.187457216
1591,0.117797888
1592,0.119780064
1593,0.114116704
1594,0.086932576
1595,0.077021696
1596,0.076172192
1597,0.076172192
1598,0.069942496
1599,0.064845472
1600,0.064279136
1601,0.069659328
1602,0.11185136
1603,0.134221632
1604,0.10052464
1605,0.43324704
1606,0.272407616
1607,0.148946368
1608,0.11468304
1609,0.102506816
1610,0.221154208
1611,0.20104928
1612,0.126576096
1613,0.10901968
1614,0.09627712
1615,0.187740384
1616,0.095427616
1617,0.078154368
1618,0.073057344
1619,0.3398016
1620,0.64562304
1621,0.224269056
1622,0.241259136
1623,0.637128
1624,0.35679168
1625,0.46156384
1626,0.91463264
1627,0.4105936
1628,0.30582144
1629,0.34546496
1630,0.31714816
1631,0.3256432
1632,0.224269056
1633,0.197934432
1634,0.180661184
1635,0.168201792
1636,0.163671104
1637,0.154043392
1638,0.143283008
1639,0.13308896
1640,0.217189856
1641,0.146964192
1642,0.129124608
1643,0.153760224
1644,0.130823616
1645,0.116665216
1646,0.106754336
1647,0.098542464
1648,0.091746432
1649,0.084667232
1650,0.081835552
1651,0.076172192
1652,0.075605856
1653,0.073906848
1654,0.067393984
1655,0.064845472
1656,0.064562304
1657,0.062580128
1658,0.05804944
1659,0.054934592
1660,0.053235584
1661,0.049271232
1662,0.04813856
