$Muddy Brook Daily Discharge,
154,0.011332634
155,0.0104983296
156,0.0083430434
157,0.0096640253
158,0.0104983296
159,0.0120278876
160,0.0135574455
161,0.0164775107
162,0.0189804237
163,0.0406028112
164,0.0408113873
165,0.0401161337
166,0.0465819923
167,0.0418542677
168,0.0343455287
169,0.0260720106
170,0.0540907314
171,0.0652147893
172,0.0477639235
173,0.0503363619
174,0.0513097169
175,0.0483896517
176,0.0565936444
177,0.0477639235
178,0.0383084743
179,0.0336502751
180,0.034415054
181,0.0385865757
182,0.0483201264
183,0.2266526791
184,0.2781014467
185,0.1244503974
186,0.0661881443
187,0.0463038909
188,0.0454000612
189,0.0952497455
190,0.1063738034
191,0.0612518436
192,0.0447743329
193,0.046721043
194,0.0410199634
195,0.0371960685
196,0.0285749237
197,0.0216919128
198,0.0192585252
199,0.0233605215
200,0.0224566918
201,0.0187023223
202,0.0196756774
203,0.0304521084
204,0.0294787534
205,0.324683439
206,0.3316359752
207,0.1425269914
208,0.1195836221
209,0.0771731515
210,0.0502668365
211,0.0470686699
212,0.0723063761
213,0.166860868
214,0.0876019557
215,0.0578451009
216,0.0426885721
217,0.0362227134
218,0.0302435323
219,0.0241948259
220,0.0201623549
221,0.0182851701
222,0.0175203911
223,0.0159213078
224,0.0214833368
225,0.0179375433
226,0.019606152
227,0.0159213078
228,0.0128621919
229,0.0117497861
230,0.014808902
231,0.0110545325
232,0.007300163
233,0.0056315543
234,0.0075087391
235,0.0129317173
236,0.0167556122
237,0.0150174781
238,0.0114021593
239,0.0092468731
240,0.013835547
241,0.0280882461
242,0.0414371156
243,0.0308692606
244,0.0223871665
245,0.0164079854
246,0.0122364637
247,0.0091773477
248,0.0076477898
249,0.0061668996
250,0.0056454594
251,0.0053117376
252,0.0056524119
253,0.0049502058
254,0.0063476655
255,0.0152260542
256,0.0165470361
257,0.0132793441
258,0.0086906702
259,0.0061529945
260,0.0050266836
261,0.0041437116
262,0.0041159014
263,0.0040046608
264,0.0042966674
265,0.0042201895
266,0.0041506641
267,0.0040811387
268,0.0039490405
269,0.0038238949
270,0.0040116134
271,0.0044426706
272,0.0046790568
273,0.0043661927
274,0.0040811387
275,0.0038795152
276,0.0039490405
277,0.0057358423
278,0.0048389652
279,0.0042966674
280,0.0046790568
281,0.0055411713
282,0.0050892565
283,0.0057358423
284,0.0044426706
285,0.0042966674
286,0.0046790568
287,0.0048389652
288,0.0048389652
289,0.0052700224
290,0.0050892565
291,0.0062433775
292,0.007300163
293,0.0076477898
294,0.007300163
295,0.0064589061
296,0.0058331778
297,0.0109154818
298,0.026141536
299,0.0284358729
300,0.022873844
301,0.035944612
302,0.0593746589
303,0.0454000612
304,0.0319816664
305,0.0271148911
306,0.0222481157
307,0.0194671013
308,0.0173813404
309,0.0159908332
310,0.0159908332
311,0.0139050723
312,0.0132098187
313,0.0125145651
314,0.0132098187
315,0.0125145651
316,0.0132098187
317,0.0125145651
318,0.0337893258
319,0.1077643106
320,0.092468731
321,0.0637547567
322,0.0489458546
323,0.0429666735
324,0.0590270321
325,0.0862114485
326,0.0736968834
327,0.0524916481
328,0.047485822
329,0.0527697495
330,0.0467905684
331,0.0443571808
332,0.0590270321
333,0.0562460176
334,0.0454000612
335,0.0420628438
336,0.0469991445
337,0.0730016298
338,0.1042880425
339,0.0764778978
340,0.0640328581
341,0.0556202893
342,0.0481810756
343,0.0542993075
344,0.0855161949
345,0.0813446732
346,0.0690386841
347,0.0618080465
348,0.1056785498
349,0.1230598902
350,0.107069057
351,0.0575669995
352,0.0455391119
353,0.0602784886
354,0.0622947241
355,0.0360141373
356,0.0337198004
357,0.0307302099
358,0.0310083113
359,0.0320511917
360,0.0442876554
361,0.1140215932
362,0.2023188025
363,0.0994212672
364,0.068621532
365,0.0587489306
366,0.0503363619
367,0.0452610105
368,0.0413675902
369,0.0375436953
370,0.0346236301
371,0.03267692
372,0.0310778367
373,0.0295482787
374,0.0278101447
375,0.0278101447
376,0.0259329599
377,0.0266977389
378,0.0262805867
379,0.0258634345
380,0.0249596048
381,0.0254462824
382,0.0264891628
383,0.0342064779
384,0.033441699
385,0.0300349562
386,0.0280882461
387,0.0243338766
388,0.0218309636
389,0.0209966592
390,0.0813446732
391,0.3469315548
392,0.2106618459
393,0.0903829702
394,0.0673005501
395,0.0545078836
396,0.0488763293
397,0.0441486047
398,0.0386561011
399,0.0355274598
400,0.0332331229
401,0.0310778367
402,0.0298959055
403,0.0279491954
404,0.0266977389
405,0.0252377063
406,0.0269758403
407,0.0264891628
408,0.0241948259
409,0.0230128947
410,0.0237776737
411,0.0228043186
412,0.0228043186
413,0.0232214708
414,0.0232214708
415,0.022873844
416,0.0228043186
417,0.0237081483
418,0.0244034019
419,0.0262805867
420,0.0579841516
421,0.148784274
422,0.6479763708
423,0.3371980041
424,0.2349957225
425,0.205099817
426,0.1870232229
427,0.1779849259
428,0.1439174987
429,0.1216693829
430,0.1154121004
431,0.1230598902
432,0.1466985131
433,0.1779849259
434,0.1619940927
435,0.1536510493
436,0.1585178246
437,0.181461194
438,0.7508739061
439,0.9594499912
440,0.7161112253
441,0.4178474237
442,0.315645142
443,0.2384719906
444,0.1946710127
445,0.1640798536
446,0.1432222451
447,0.2940922799
448,0.3921230399
449,0.255853331
450,0.1932805055
451,0.1606035855
452,0.13070768
453,0.1557368102
454,0.4526101045
455,0.6952536168
456,0.4247999599
457,0.2843587293
458,0.2064903242
459,0.1592130782
460,0.1279266655
461,0.1084595642
462,0.0973355064
463,0.0903829702
464,0.0966402527
465,0.1202788757
466,0.0938592383
467,0.0799541659
468,0.0730016298
469,0.0638938074
470,0.0569412712
471,0.0560374415
472,0.0702206153
473,0.0771731515
474,0.0723063761
475,0.0634071299
476,0.0638938074
477,0.0550640864
478,0.0476943981
479,0.0453305358
480,0.0418542677
481,0.039977083
482,0.039212304
483,0.0401161337
484,0.039212304
485,0.0401161337
486,0.0369874924
487,0.0319816664
488,0.03267692
489,0.039977083
490,0.0295482787
491,0.0381694236
492,0.0352493584
493,0.0489458546
494,0.0629899777
495,0.0485287025
496,0.0533954778
497,0.0338588511
498,0.0272539418
499,0.0241253005
500,0.0377522714
501,0.0277406193
502,0.020370931
503,0.0202318802
504,0.055550764
505,0.0611127929
506,0.042479996
507,0.0292006519
508,0.0238471991
509,0.0199537788
510,0.0182851701
511,0.015573681
512,0.0168946629
513,0.0157127317
514,0.0130012426
515,0.0126536158
516,0.0118193115
517,0.0141136484
518,0.017868018
519,0.0139050723
520,0.0238471991
521,0.021344286
522,0.013835547
523,0.013835547
524,0.0103592789
525,0.0096640253
526,0.0117497861
527,0.0137660216
528,0.0133488694
529,0.022109065
530,0.0262110614
531,0.020370931
532,0.0152260542
533,0.0125145651
534,0.0095249746
535,0.0076477898
536,0.0069455836
537,0.0063893807
538,0.0057984152
539,0.0081344673
540,0.0093859238
541,0.0114716847
542,0.0083430434
543,0.0072306376
544,0.0068065329
545,0.0067578652
546,0.0061808047
547,0.0059374659
548,0.0052491648
549,0.0042479996
550,0.0038169424
551,0.0035249358
552,0.0032537869
553,0.0028853025
554,0.0028088246
555,0.0024890079
556,0.0034345529
557,0.0040811387
558,0.0038725626
559,0.004421813
560,0.0048389652
561,0.0060973742
562,0.0060973742
563,0.0091773477
564,0.006910821
565,0.0050683989
566,0.0050336362
567,0.0038447525
568,0.0039698982
569,0.0040811387
570,0.0063685231
571,0.0060834691
572,0.004706867
573,0.0038725626
574,0.0035596985
575,0.0030938786
576,0.0027253942
577,0.0026211061
578,0.002217859
579,0.0020788083
580,0.002009283
581,0.0019953779
582,0.0019189
583,0.0022804319
584,0.0023151945
585,0.0021066185
586,0.002009283
587,0.0020579507
588,0.0020301406
589,0.0019189
590,0.0022873844
591,0.0022317641
592,0.0018424221
593,0.0018493746
594,0.0022734793
595,0.0021830964
596,0.002009283
597,0.0019953779
598,0.0019606152
599,0.0017868018
600,0.0034832206
601,0.0085516195
602,0.0108459564
603,0.0100811774
604,0.0066605296
605,0.0042132369
606,0.0033163598
607,0.0026628214
608,0.0022595743
609,0.0018841373
610,0.0018910898
611,0.0017450866
612,0.0019189
613,0.0017033714
614,0.0015156529
615,0.0015156529
616,0.0016060359
617,0.0015851782
618,0.0015156529
619,0.0014600326
620,0.0013140293
621,0.0014461275
622,0.001724229
623,0.0016268935
624,0.0013905072
625,0.0012514565
626,0.0014808902
627,0.0015504156
628,0.0014252699
629,0.0014600326
630,0.0013835547
631,0.0013001243
632,0.0012375514
633,0.0012097413
634,0.0011958362
635,0.0012375514
636,0.0012375514
637,0.0012862192
638,0.0015643206
639,0.0066188144
640,0.0234995722
641,0.0092468731
642,0.0066883398
643,0.0053256427
644,0.0100116521
645,0.0260720106
646,0.0159908332
647,0.0104288043
648,0.0069316786
649,0.0062433775
650,0.0056732695
651,0.0052839275
652,0.0044357181
653,0.0440790793
654,0.0666748219
655,0.0298263802
656,0.0133488694
657,0.0100811774
658,0.0077868405
659,0.0066605296
660,0.0067578652
661,0.0074392137
662,0.0058123202
663,0.0063615706
664,0.005860988
665,0.0072306376
666,0.0109154818
667,0.0120278876
668,0.0110545325
669,0.0101507028
670,0.008273518
671,0.009803076
672,0.0121669383
673,0.0147393767
674,0.0650757385
675,0.0593746589
676,0.0193280505
677,0.0342760033
678,0.033441699
679,0.0285749237
680,0.0134183948
681,0.0077868405
682,0.0129317173
683,0.0091773477
684,0.0116802608
685,0.0241948259
686,0.0644500103
687,0.0931639846
688,0.048250601
689,0.0292701773
690,0.020370931
691,0.015573681
692,0.0190499491
693,0.0164079854
694,0.0133488694
695,0.0191889998
696,0.0348322062
697,0.0215528621
698,0.014808902
699,0.0148784274
700,0.0175203911
701,0.0889924629
702,0.0695253617
703,0.0466515177
704,0.0372655939
705,0.0309387859
706,0.0262110614
707,0.0270453657
708,0.0234300469
709,0.0200928295
710,0.0243338766
711,0.0393513547
712,0.2482055412
713,0.1800706867
714,0.1056785498
715,0.0813446732
716,0.0602089632
717,0.0545078836
718,0.0492239561
719,0.0433838257
720,0.0278101447
721,0.0257243838
722,0.0250291302
723,0.023638623
724,0.0222481157
725,0.0201623549
726,0.0229433694
727,0.0222481157
728,0.0208576085
729,0.0194671013
730,0.0194671013
731,0.0208576085
732,0.0278101447
733,0.0340674272
734,0.0292006519
735,0.0229433694
736,0.0187718477
737,0.0173813404
738,0.0159908332
739,0.014600326
740,0.0139050723
741,0.0132098187
742,0.0139050723
743,0.0173813404
744,0.0159908332
745,0.014600326
746,0.014600326
747,0.0139050723
748,0.0139050723
749,0.0194671013
750,0.0201623549
751,0.0187718477
752,0.0173813404
753,0.0152955796
754,0.014600326
755,0.0152955796
756,0.0152955796
757,0.0173813404
758,0.018076594
759,0.0166860868
760,0.0159908332
761,0.014600326
762,0.0139050723
763,0.0166860868
764,0.0187718477
765,0.018076594
766,0.0173813404
767,0.0222481157
768,0.023638623
769,0.0222481157
770,0.0201623549
771,0.018076594
772,0.0159908332
773,0.0159908332
774,0.0152955796
775,0.0166860868
776,0.018076594
777,0.0173813404
778,0.018076594
779,0.0257243838
780,0.0375436953
781,0.0354579345
782,0.0285053983
783,0.0243338766
784,0.0222481157
785,0.0194671013
786,0.0292006519
787,0.041715217
788,0.0347626808
789,0.0396294562
790,0.0486677532
791,0.0444962315
792,0.0389342025
793,0.0354579345
794,0.0354579345
795,0.0820399268
796,0.7091586891
797,0.5833177845
798,0.2579390918
799,0.1682513753
800,0.2586343454
801,0.3531888373
802,0.250291302
803,0.1932805055
804,0.1571273174
805,0.1772896723
806,0.2495960484
807,0.2635011208
808,0.2760156859
809,0.2016235489
810,0.1564320638
811,0.1376602161
812,0.1237551438
813,0.107069057
814,0.0917734774
815,0.0806494195
816,0.0723063761
817,0.0660490936
818,0.0611823183
819,0.0570107966
820,0.0549250357
821,0.0639633327
822,0.074392137
823,0.0806494195
824,0.0827351804
825,0.1056785498
826,0.0973355064
827,0.0785636587
828,0.0674396008
829,0.056315543
830,0.0493630068
831,0.0465819923
832,0.0438009779
833,0.0556202893
834,0.0785636587
835,0.0681348544
836,0.059791811
837,0.2495960484
838,0.2725394178
839,0.1592130782
840,0.1258409046
841,0.1049832961
842,0.0806494195
843,0.0848209412
844,0.1098500715
845,0.0938592383
846,0.0806494195
847,0.0757826442
848,0.0736968834
849,0.0730016298
850,0.0632680791
851,0.0528392749
852,0.0472772459
853,0.0438009779
854,0.0465819923
855,0.0529783256
856,0.0494325322
857,0.0426190467
858,0.0401856591
859,0.0398380322
860,0.0369179671
861,0.0418542677
862,0.0582622531
863,0.0484591771
864,0.0360836627
865,0.046512467
866,0.0917734774
867,0.1098500715
868,0.1063738034
869,0.1022022817
870,0.0973355064
871,0.0820399268
872,0.0636157059
873,0.0560374415
874,0.0666052965
875,0.0625728255
876,0.0594441842
877,0.0479724996
878,0.0362922388
879,0.0293397026
880,0.0233605215
881,0.0209271339
882,0.0198842534
883,0.0273234671
884,0.0239862498
885,0.0193975759
886,0.0186327969
887,0.01633846
888,0.0139745977
889,0.0133488694
890,0.0155041557
891,0.0214138114
892,0.017868018
893,0.0362227134
894,0.0345541048
895,0.0382389489
896,0.0296178041
897,0.0209271339
898,0.0170337136
899,0.043244775
900,0.0223871665
901,0.0161994093
902,0.01154121
903,0.0158517825
904,0.0973355064
905,0.1091548178
906,0.0959449991
907,0.13070768
908,0.092468731
909,0.0554117133
910,0.0492239561
911,0.0393513547
912,0.0270453657
913,0.0230128947
914,0.0185632716
915,0.0148784274
916,0.0127231412
917,0.0133488694
918,0.0109850071
919,0.0101507028
920,0.0112631086
921,0.0092468731
922,0.0078563659
923,0.0066466246
924,0.0077173151
925,0.0091773477
926,0.0073696883
927,0.006445001
928,0.0044148605
929,0.0045678163
930,0.0047416297
931,0.0028713974
932,0.0024751029
933,0.0021344286
934,0.0035318884
935,0.003942088
936,0.0039490405
937,0.0044704808
938,0.0039073253
939,0.0039212304
940,0.0034762681
941,0.0035318884
942,0.0035318884
943,0.002502913
944,0.0023360522
945,0.0027949195
946,0.0021205235
947,0.0020927134
948,0.001738134
949,0.0012375514
950,0.0028088246
951,0.0034415054
952,0.0204404563
953,0.0126536158
954,0.0077173151
955,0.0057775576
956,0.0039768507
957,0.0161994093
958,0.0750873906
959,0.0362922388
960,0.0189804237
961,0.0131402934
962,0.0102202282
963,0.0075782644
964,0.0072306376
965,0.0058679405
966,0.0043244775
967,0.0038308474
968,0.0066883398
969,0.00625033
970,0.1745086578
971,0.2704536569
972,0.1383554697
973,0.0702206153
974,0.0455391119
975,0.0331635975
976,0.0259329599
977,0.0209271339
978,0.017103239
979,0.0254462824
980,0.0757826442
981,0.2871397437
982,0.3100831131
983,0.1647751072
984,0.1112405787
985,0.0820399268
986,0.0647976371
987,0.0519354452
988,0.0427580974
989,0.0371265431
990,0.0323292932
991,0.0287139744
992,0.0264196374
993,0.0239862498
994,0.0242643512
995,0.026141536
996,0.035179833
997,0.157822571
998,0.1376602161
999,0.0862114485
1000,0.0598613364
1001,0.0483896517
1002,0.1098500715
1003,0.1300124263
1004,0.1028975353
1005,0.0778684051
1006,0.0646585864
1007,0.0785636587
1008,0.1022022817
1009,0.0757826442
1010,0.0570107966
1011,0.0485287025
1012,0.0424104706
1013,0.0374046446
1014,0.0337198004
1015,0.0305911591
1016,0.0495715829
1017,0.0862114485
1018,0.1418317378
1019,0.0994212672
1020,0.0716111225
1021,0.0606261154
1022,0.0709158689
1023,0.1752039114
1024,0.1466985131
1025,0.1035927889
1026,0.0799541659
1027,0.0683434305
1028,0.0636157059
1029,0.0629204523
1030,0.0639633327
1031,0.1049832961
1032,0.0889924629
1033,0.1001165208
1034,0.1084595642
1035,0.1042880425
1036,0.1084595642
1037,0.1119358323
1038,0.1202788757
1039,0.1105453251
1040,0.0931639846
1041,0.0820399268
1042,0.0757826442
1043,0.0702206153
1044,0.074392137
1045,0.125145651
1046,0.1001165208
1047,0.0813446732
1048,0.0764778978
1049,0.0736968834
1050,0.0702206153
1051,0.0778684051
1052,0.0660490936
1053,0.0577060502
1054,0.0529088002
1055,0.0512401916
1056,0.0515878184
1057,0.1272314119
1058,0.1557368102
1059,0.1140215932
1060,0.0896877166
1061,0.0757826442
1062,0.0702206153
1063,0.0667443472
1064,0.1661656144
1065,0.1466985131
1066,0.1084595642
1067,0.0896877166
1068,0.0764778978
1069,0.0716111225
1070,0.0687605827
1071,0.0841256876
1072,0.2489007948
1073,0.2009282953
1074,0.1362697089
1075,0.1015070281
1076,0.083430434
1077,0.0679958037
1078,0.062086148
1079,0.0631290284
1080,0.0668833979
1081,0.0657709921
1082,0.062086148
1083,0.0604870647
1084,0.0597222857
1085,0.0606261154
1086,0.0882972093
1087,0.1244503974
1088,0.125145651
1089,0.0966402527
1090,0.0799541659
1091,0.0736968834
1092,0.1286219191
1093,0.1098500715
1094,0.0945544919
1095,0.0848209412
1096,0.0785636587
1097,0.0730016298
1098,0.0649366878
1099,0.0552031372
1100,0.0545774089
1101,0.0524916481
1102,0.0512401916
1103,0.0489458546
1104,0.046512467
1105,0.0445657568
1106,0.0438009779
1107,0.0456781626
1108,0.0531869017
1109,0.0501973111
1110,0.0390037279
1111,0.0349712569
1112,0.0421323692
1113,0.0492934814
1114,0.0460257894
1115,0.0403247098
1116,0.0383084743
1117,0.0366398656
1118,0.0393513547
1119,0.0506144633
1120,0.063824282
1121,0.0544383582
1122,0.1084595642
1123,0.1501747812
1124,0.1028975353
1125,0.0806494195
1126,0.0661881443
1127,0.0593746589
1128,0.0550640864
1129,0.053256427
1130,0.051518293
1131,0.0494325322
1132,0.047485822
1133,0.0458172133
1134,0.0439400286
1135,0.0422018945
1136,0.0412285395
1137,0.0391427786
1138,0.037682746
1139,0.0345541048
1140,0.0355969852
1141,0.0358750866
1142,0.0365008149
1143,0.0391427786
1144,0.0396294562
1145,0.0372655939
1146,0.0342760033
1147,0.0328854961
1148,0.0339283765
1149,0.0349017316
1150,0.0371960685
1151,0.0764778978
1152,0.0637547567
1153,0.0534650031
1154,0.0471381952
1155,0.0444267061
1156,0.0461648402
1157,0.0454000612
1158,0.0533259524
1159,0.0702206153
1160,0.0576365248
1161,0.0481115503
1162,0.0491544307
1163,0.0792589123
1164,0.1133263395
1165,0.0896877166
1166,0.0730016298
1167,0.0641719088
1168,0.0602784886
1169,0.0596527603
1170,0.0550640864
1171,0.0512401916
1172,0.049780159
1173,0.0479724996
1174,0.0458867387
1175,0.0418542677
1176,0.039212304
1177,0.0353188837
1178,0.0308692606
1179,0.0294787534
1180,0.0295482787
1181,0.0280882461
1182,0.0239862498
1183,0.0266977389
1184,0.0271148911
1185,0.0260024853
1186,0.0257939092
1187,0.0237081483
1188,0.0225957425
1189,0.0212747607
1190,0.02113571
1191,0.0207880831
1192,0.0209271339
1193,0.0202318802
1194,0.0202318802
1195,0.0193975759
1196,0.0189804237
1197,0.0194671013
1198,0.0216919128
1199,0.021344286
1200,0.0200928295
1201,0.0187023223
1202,0.0175899165
1203,0.0156432064
1204,0.0134183948
1205,0.0132793441
1206,0.0125840905
1207,0.0116802608
1208,0.0156432064
1209,0.1446127523
1210,0.1418317378
1211,0.0820399268
1212,0.0640328581
1213,0.0533259524
1214,0.04421813
1215,0.0365008149
1216,0.0298959055
1217,0.0403247098
1218,0.0635461806
1219,0.0551336118
1220,0.0515878184
1221,0.0450524344
1222,0.0385170504
1223,0.0333721736
1224,0.0328159707
1225,0.0473467713
1226,0.0663967204
1227,0.0642414342
1228,0.0470686699
1229,0.0368484417
1230,0.0319816664
1231,0.0350407823
1232,0.063059503
1233,0.0573584234
1234,0.0446352822
1235,0.0341369526
1236,0.0279491954
1237,0.0243338766
1238,0.0341369526
1239,0.0514487676
1240,0.0401161337
1241,0.0317035649
1242,0.026141536
1243,0.0223871665
1244,0.0187023223
1245,0.0168251375
1246,0.0266977389
1247,0.0219004889
1248,0.0177289672
1249,0.0599308618
1250,0.1320981872
1251,0.0910782238
1252,0.0764778978
1253,0.0661881443
1254,0.0537431046
1255,0.0481810756
1256,0.0428971482
1257,0.0369179671
1258,0.0312864128
1259,0.0259329599
1260,0.0380303728
1261,0.051518293
1262,0.0360141373
1263,0.0277406193
1264,0.0235690976
1265,0.0198147281
1266,0.0184242208
1267,0.0157822571
1268,0.0136269709
1269,0.0120278876
1270,0.0111935832
1271,0.0104983296
1272,0.0127926665
1273,0.0142526991
1274,0.0116802608
1275,0.0097335506
1276,0.0083430434
1277,0.0129317173
1278,0.0089687717
1279,0.006820438
1280,0.0058192728
1281,0.006625767
1282,0.0062225199
1283,0.0057288898
1284,0.0054160257
1285,0.005471646
1286,0.0044148605
1287,0.004227142
1288,0.0041159014
1289,0.0042619047
1290,0.0043522876
1291,0.0042340945
1292,0.003643129
1293,0.0033511224
1294,0.0029965431
1295,0.0029061601
1296,0.0026558688
1297,0.0025307232
1298,0.0024611978
1299,0.002113571
1300,0.0018702322
1301,0.0018146119
1302,0.001633846
1303,0.0016547036
1304,0.0018424221
1305,0.0020927134
1306,0.0030660685
1307,0.0024611978
1308,0.0024611978
1309,0.0025724384
1310,0.0021483337
1311,0.001738134
1312,0.0019049949
1313,0.0019049949
1314,0.0019884253
1315,0.0018146119
1316,0.001738134
1317,0.0015643206
1318,0.0024055775
1319,0.0046234366
1320,0.0074392137
1321,0.0079258912
1322,0.0069525362
1323,0.0071611123
1324,0.0168946629
1325,0.0144612752
1326,0.0143917499
1327,0.011332634
1328,0.008064942
1329,0.0078563659
1330,0.0070220615
1331,0.0073696883
1332,0.0078563659
1333,0.0083430434
1334,0.0075087391
1335,0.0059722286
1336,0.0051379242
1337,0.0037404645
1338,0.0025237706
1339,0.001738134
1340,0.0030313058
1341,0.0025724384
1342,0.0026002485
1343,0.0024472927
1344,0.003163404
1345,0.0040811387
1346,0.0038099898
1347,0.0029756855
1348,0.0037196068
1349,0.0035805561
1350,0.0023777674
1351,0.0022943369
1352,0.0024055775
1353,0.0027114891
1354,0.0026280587
1355,0.0020996659
1356,0.0022665268
1357,0.0020440456
1358,0.0070915869
1359,0.0069525362
1360,0.0050336362
1361,0.0041645692
1362,0.0041506641
1363,0.0038308474
1364,0.0029478753
1365,0.0027184416
1366,0.0028853025
1367,0.0043522876
1368,0.008064942
1369,0.0070220615
1370,0.0059027032
1371,0.0053256427
1372,0.0069038684
1373,0.0091773477
1374,0.0074392137
1375,0.0054368833
1376,0.0042062844
1377,0.0038238949
1378,0.0042062844
1379,0.0044565757
1380,0.0041923793
1381,0.0052283072
1382,0.0045678163
1383,0.0053743105
1384,0.0047763923
1385,0.0063337604
1386,0.0058748931
1387,0.0052491648
1388,0.0056941271
1389,0.0166165614
1390,0.0177289672
1391,0.0137660216
1392,0.010567855
1393,0.0089687717
1394,0.0076477898
1395,0.006820438
1396,0.0070915869
1397,0.0067856753
1398,0.0198147281
1399,0.1522605421
1400,0.1327934408
1401,0.0862114485
1402,0.0542297821
1403,0.0380998982
1404,0.0293397026
1405,0.0238471991
1406,0.0203014056
1407,0.0177289672
1408,0.0191194745
1409,0.0219700143
1410,0.0214138114
1411,0.0194671013
1412,0.0174508658
1413,0.0175203911
1414,0.0166165614
1415,0.015573681
1416,0.0150870035
1417,0.0139050723
1418,0.0139050723
1419,0.0136964963
1420,0.013070768
1421,0.0125840905
1422,0.0192585252
1423,0.0181461194
1424,0.0143917499
1425,0.0117497861
1426,0.0106373803
1427,0.0112631086
1428,0.0111240579
1429,0.010567855
1430,0.0116802608
1431,0.0110545325
1432,0.0108459564
1433,0.0122364637
1434,0.0117497861
1435,0.0119583622
1436,0.0109850071
1437,0.0099421267
1438,0.0120974129
1439,0.0134183948
1440,0.0217614382
1441,0.0269758403
1442,0.0225957425
1443,0.0201623549
1444,0.0168946629
1445,0.0159908332
1446,0.0155041557
1447,0.0161994093
1448,0.0396989815
1449,0.0622947241
1450,0.0479029742
1451,0.0595137096
1452,0.125145651
1453,0.0778684051
1454,0.0589575067
1455,0.0472772459
1456,0.0390037279
1457,0.0410894888
1458,0.0399075576
1459,0.0333721736
1460,0.0343455287
1461,0.0293397026
1462,0.0258634345
1463,0.0234300469
1464,0.0230824201
1465,0.0257939092
1466,0.0250291302
1467,0.0247510288
1468,0.0231519454
1469,0.0223871665
1470,0.021344286
1471,0.0218309636
1472,0.0221785904
1473,0.0251681809
1474,0.0350407823
1475,0.0684824813
1476,0.0862114485
1477,0.0665357711
1478,0.0568022205
1479,0.0473467713
1480,0.0393513547
1481,0.0392818293
1482,0.0390037279
1483,0.0333721736
1484,0.024611978
1485,0.0266282135
1486,0.0248205541
1487,0.0240557751
1488,0.0226652679
1489,0.0223176411
1490,0.0230824201
1491,0.0262805867
1492,0.1008117744
1493,0.1202788757
1494,0.0785636587
1495,0.0659100429
1496,0.0525611734
1497,0.0428971482
1498,0.0404637605
1499,0.0353884091
1500,0.0339979019
1501,0.0387951518
1502,0.0485982278
1503,0.046512467
1504,0.0468600938
1505,0.0420628438
1506,0.0393513547
1507,0.0374046446
1508,0.0394904054
1509,0.0332331229
1510,0.0310778367
