$Hourly dew point temp from met data (2017 surface data),
8.39,-1.11
8.417,-1.11
8.419,-1.11
8.424,-1.11
8.431,-2.22
8.432,-2.22
8.473,-2.78
8.506,-2.78
8.508,-2.78
8.515,-2.78
8.557,-3.89
8.598,-3.89
8.64,-2.78
8.671,-2.78
8.682,-2.78
8.714,-3.89
8.723,-3.89
8.765,-5
8.807,-5
8.848,-6.11
8.89,-6.11
8.932,-6.11
8.973,-6.11
9.003,-7.22
9.015,-7.78
9.057,-8.89
9.098,-11.11
9.14,-11.11
9.182,-11.11
9.223,-12.22
9.265,-12.78
9.307,-12.78
9.348,-12.78
9.39,-13.89
9.432,-13.89
9.473,-13.89
9.515,-13.89
9.557,-13.89
9.598,-13.89
9.64,-12.22
9.682,-12.22
9.723,-12.22
9.765,-12.22
9.807,-12.22
9.848,-12.22
9.89,-12.22
9.932,-12.22
9.973,-12.78
10.015,-12.78
10.057,-12.78
10.098,-12.78
10.14,-13.89
10.182,-13.89
10.223,-15
10.265,-15
10.307,-16.11
10.348,-16.11
10.39,-16.11
10.432,-16.11
10.473,-17.22
10.515,-17.22
10.557,-17.22
10.598,-15
10.64,-13.89
10.682,-12.78
10.723,-13.89
10.765,-12.78
10.807,-12.78
10.848,-12.78
10.89,-12.78
10.932,-12.78
10.973,-12.22
11.012,-12.22
11.015,-12.22
11.046,-11.11
11.051,-11.11
11.052,-11.11
11.057,-11.11
11.091,-11.11
11.094,-11.11
11.098,-11.11
11.127,-10
11.133,-10
11.134,-10
11.138,-10
11.14,-10
11.167,-10
11.182,-10
11.211,-10
11.22,-10
11.223,-10
11.257,-10
11.265,-10
11.294,-10
11.298,-10
11.301,-8.89
11.303,-8.89
11.307,-8.89
11.341,-8.89
11.348,-8.89
11.375,-8.89
11.381,-10
11.383,-10
11.39,-8.89
11.417,-8.89
11.419,-8.89
11.421,-8.89
11.432,-8.89
11.461,-8.89
11.473,-8.89
11.509,-7.78
11.511,-7.78
11.513,-8.89
11.515,-7.78
11.545,-7.78
11.548,-8.89
11.557,-8.89
11.587,-8.89
11.595,-8.89
11.598,-8.89
11.629,-8.89
11.639,-8.89
11.64,-8.89
11.667,-8.89
11.682,-7.78
11.723,-7.78
11.76,-7.78
11.763,-7.78
11.765,-7.78
11.802,-7.78
11.803,-7.78
11.807,-7.78
11.838,-7.78
11.848,-7.78
11.89,-7.78
11.932,-7.78
11.967,-7.78
11.973,-7.78
12.002,-7.78
12.015,-7.78
12.051,-8.89
12.057,-8.89
12.098,-8.89
12.14,-8.89
12.182,-7.78
12.223,-7.78
12.265,-8.89
12.307,-8.89
12.345,-8.89
12.348,-8.89
12.39,-10
12.432,-12.22
12.473,-12.78
12.515,-12.78
12.557,-12.78
12.598,-12.22
12.64,-11.11
12.682,-11.11
12.723,-11.11
12.765,-11.11
12.807,-11.11
12.848,-11.11
12.89,-11.11
12.932,-11.11
12.973,-12.22
13.015,-12.78
13.057,-12.22
13.098,-12.22
13.14,-12.22
13.182,-12.22
13.223,-11.11
13.265,-11.11
13.307,-11.11
13.348,-11.11
13.39,-12.22
13.432,-12.22
13.464,-12.22
13.473,-12.22
13.515,-11.11
13.557,-11.11
13.598,-7.78
13.64,-7.78
13.682,-7.22
13.723,-6.11
13.765,-6.11
13.807,-5
13.848,-5
13.885,-3.89
13.89,-3.89
13.932,-3.89
13.963,-3.89
13.971,-2.78
13.973,-2.78
14,-2.78
14.008,-2.78
14.015,-2.78
14.057,-2.22
14.09,-1.11
14.098,-1.11
14.125,-2.22
14.14,-2.22
14.182,-2.22
14.223,-2.22
14.259,-2.78
14.265,-5
14.299,-7.22
14.307,-11.11
14.348,-12.78
14.39,-13.89
14.432,-17.22
14.473,-17.78
14.515,-17.78
14.557,-17.78
14.598,-20
14.64,-21.11
14.682,-21.11
14.723,-21.11
14.765,-21.11
14.807,-22.22
14.848,-21.11
14.89,-21.11
14.932,-21.11
14.973,-21.11
15.015,-21.11
15.057,-21.11
15.098,-22.22
15.14,-21.11
15.182,-18.89
15.223,-18.89
15.265,-18.89
15.307,-18.89
15.348,-20
15.39,-21.11
15.432,-20
15.473,-21.11
15.515,-21.11
15.557,-20
15.598,-20
15.64,-18.89
15.682,-20
15.723,-20
15.765,-21.11
15.807,-20
15.848,-21.11
15.89,-21.11
15.932,-21.11
15.973,-21.11
16.015,-21.11
16.057,-21.11
16.098,-20
16.14,-20
16.182,-20
16.223,-21.11
16.265,-21.11
16.307,-22.22
16.348,-22.22
16.39,-22.22
16.432,-22.22
16.473,-22.22
16.515,-22.22
16.557,-21.11
16.598,-20
16.64,-20
16.682,-21.11
16.723,-21.11
16.765,-21.11
16.807,-22.22
16.848,-22.22
16.89,-22.78
16.932,-22.78
16.973,-22.22
17.015,-22.78
17.057,-22.78
17.098,-22.78
17.14,-22.78
17.182,-22.78
17.223,-22.78
17.265,-22.78
17.307,-22.78
17.348,-22.78
17.39,-22.78
17.432,-22.78
17.473,-22.78
17.515,-22.78
17.557,-22.22
17.598,-22.22
17.64,-22.22
17.682,-22.22
17.723,-22.22
17.765,-22.78
17.807,-22.22
17.848,-22.22
17.89,-22.22
17.932,-22.22
17.973,-22.22
18.015,-21.11
18.057,-18.89
18.098,-18.89
18.14,-18.89
18.17,-17.78
18.174,-17.78
18.182,-17.22
18.218,-17.22
18.223,-17.22
18.265,-16.11
18.305,-15
18.307,-15
18.337,-15
18.345,-13.89
18.348,-13.89
18.376,-13.89
18.378,-13.89
18.384,-12.78
18.39,-12.78
18.423,-12.78
18.426,-12.78
18.428,-12.78
18.432,-12.78
18.464,-12.78
18.467,-12.22
18.471,-12.22
18.473,-12.22
18.501,-12.22
18.507,-12.22
18.514,-11.11
18.515,-11.11
18.546,-11.11
18.547,-11.11
18.555,-11.11
18.557,-10
18.587,-10
18.589,-10
18.598,-8.89
18.628,-8.89
18.636,-8.89
18.639,-8.89
18.64,-7.78
18.669,-7.78
18.682,-7.78
18.722,-7.78
18.723,-7.78
18.758,-7.22
18.765,-7.22
18.807,-7.22
18.848,-7.22
18.89,-7.22
18.932,-7.78
18.973,-7.78
19.006,-7.78
19.009,-7.78
19.014,-7.78
19.015,-7.78
19.047,-7.78
19.053,-7.78
19.057,-7.78
19.085,-7.78
19.093,-7.78
19.096,-7.78
19.098,-7.78
19.129,-8.89
19.14,-8.89
19.169,-8.89
19.174,-8.89
19.176,-7.78
19.179,-8.89
19.181,-8.89
19.182,-8.89
19.223,-7.78
19.261,-7.78
19.264,-7.78
19.265,-7.78
19.292,-7.78
19.294,-7.78
19.303,-7.22
19.305,-7.22
19.307,-7.22
19.335,-7.22
19.342,-7.22
19.345,-7.22
19.348,-7.22
19.39,-7.22
19.432,-7.22
19.473,-6.11
19.515,-7.22
19.55,-7.22
19.557,-7.22
19.598,-7.22
19.64,-6.11
19.682,-6.11
19.723,-6.11
19.765,-6.11
19.807,-7.22
19.848,-7.22
19.89,-7.22
19.932,-7.22
19.973,-7.78
20.015,-7.22
20.057,-7.22
20.098,-7.78
20.14,-7.22
20.182,-7.22
20.223,-7.22
20.265,-7.78
20.307,-8.89
20.343,-8.89
20.348,-8.89
20.39,-8.89
20.432,-10
20.473,-10
20.502,-8.89
20.515,-8.89
20.557,-8.89
20.598,-8.89
20.636,-8.89
20.639,-8.89
20.64,-8.89
20.682,-7.78
20.718,-7.78
20.723,-7.78
20.765,-7.78
20.807,-8.89
20.837,-8.89
20.848,-8.89
20.89,-8.89
20.932,-8.89
20.963,-8.89
20.973,-11.11
21.015,-12.22
21.057,-12.22
21.098,-12.78
21.14,-12.78
21.182,-13.89
21.223,-13.89
21.265,-13.89
21.307,-15
21.348,-16.11
21.39,-16.11
21.432,-16.11
21.473,-17.22
21.515,-17.22
21.557,-16.11
21.598,-16.11
21.64,-16.11
21.682,-16.11
21.723,-16.11
21.765,-15
21.807,-13.89
21.848,-16.11
21.89,-17.22
21.932,-17.22
21.973,-17.78
22.015,-16.11
22.057,-13.89
22.098,-13.89
22.14,-13.89
22.182,-13.89
22.223,-13.89
22.265,-15
22.307,-16.11
22.348,-16.11
22.39,-15
22.432,-13.89
22.459,-13.89
22.467,-13.89
22.469,-13.89
22.473,-13.89
22.515,-12.78
22.557,-12.78
22.598,-12.22
22.64,-12.22
22.682,-11.11
22.723,-10
22.765,-8.89
22.807,-8.89
22.848,-8.89
22.89,-8.89
22.932,-8.89
22.973,-8.89
23.015,-7.78
23.057,-7.78
23.094,-7.78
23.098,-7.78
23.14,-7.78
23.182,-7.78
23.223,-7.78
23.265,-7.78
23.307,-7.78
23.348,-7.78
23.39,-7.78
23.423,-7.78
23.432,-7.78
23.473,-7.78
23.502,-7.78
23.515,-7.78
23.557,-7.78
23.598,-7.22
23.64,-6.11
23.68,-6.11
23.682,-6.11
23.71,-6.11
23.723,-6.11
23.765,-5
23.807,-5
23.848,-5
23.89,-5
23.932,-5
23.973,-3.89
24.015,-2.22
24.057,-2.22
24.098,-2.22
24.14,-2.22
24.182,-2.22
24.223,-2.78
24.265,-2.78
24.307,-2.78
24.348,-2.78
24.39,-6.11
24.432,-7.22
24.473,-7.22
24.515,-7.78
24.557,-12.22
24.598,-12.78
24.64,-12.22
24.682,-12.78
24.723,-12.78
24.765,-16.11
24.807,-17.22
24.848,-17.22
24.89,-17.78
24.932,-17.78
24.973,-17.78
25.015,-18.89
25.057,-18.89
25.098,-20
25.14,-21.11
25.182,-21.11
25.223,-21.11
25.265,-21.11
25.307,-21.11
25.348,-21.11
25.39,-21.11
25.432,-21.11
25.473,-20
25.515,-18.89
25.557,-18.89
25.598,-17.78
25.64,-17.78
25.682,-17.78
25.723,-18.89
25.765,-21.11
25.807,-18.89
25.848,-18.89
25.89,-17.78
25.932,-17.78
25.973,-17.78
26.015,-18.89
26.057,-17.78
26.098,-18.89
26.14,-18.89
26.182,-17.78
26.223,-18.89
26.265,-18.89
26.307,-18.89
26.348,-18.89
26.39,-18.89
26.432,-17.78
26.473,-17.78
26.515,-17.78
26.557,-17.22
26.598,-16.11
26.64,-16.11
26.682,-16.11
26.723,-17.22
26.753,-17.22
26.756,-17.22
26.765,-17.22
26.807,-17.78
26.848,-17.22
26.89,-17.78
26.932,-17.78
26.973,-17.22
27.015,-17.22
27.057,-17.22
27.098,-17.22
27.14,-17.22
27.182,-17.22
27.223,-17.22
27.265,-17.22
27.307,-17.22
27.348,-17.22
27.39,-17.22
27.432,-17.78
27.473,-17.78
27.515,-17.22
27.557,-16.11
27.598,-15
27.64,-15
27.682,-15
27.723,-15
27.765,-15
27.807,-15
27.848,-16.11
27.89,-16.11
27.932,-16.11
27.973,-16.11
28.015,-16.11
28.057,-16.11
28.098,-16.11
28.14,-16.11
28.182,-16.11
28.223,-16.11
28.265,-13.89
28.307,-13.89
28.341,-13.89
28.348,-12.78
28.378,-11.11
28.381,-11.11
28.386,-8.89
28.388,-8.89
28.39,-8.89
28.419,-8.89
28.432,-8.89
28.46,-8.89
28.465,-8.89
28.469,-8.89
28.473,-8.89
28.513,-8.89
28.515,-8.89
28.553,-8.89
28.555,-8.89
28.557,-8.89
28.584,-8.89
28.586,-8.89
28.588,-8.89
28.598,-7.78
28.64,-7.78
28.681,-7.22
28.682,-7.22
28.714,-7.22
28.719,-7.22
28.723,-6.11
28.75,-6.11
28.754,-5
28.758,-3.89
28.765,-2.78
28.807,-2.22
28.836,-2.22
28.842,-2.22
28.845,-2.22
28.848,-2.22
28.877,-2.22
28.879,-1.11
28.881,-1.11
28.89,-1.11
28.917,-1.11
28.923,-1.11
28.924,-1.11
28.927,-1.11
28.929,-1.11
28.932,-1.11
28.973,-1.11
29.004,-1.11
29.005,-1.11
29.014,-1.11
29.015,-1.11
29.046,-1.11
29.052,-1.11
29.057,0
29.091,0
29.096,0
29.098,0
29.14,-1.11
29.176,-2.22
29.182,-2.22
29.223,-6.11
29.254,-6.11
29.265,-6.11
29.307,-7.22
29.348,-7.78
29.39,-7.78
29.432,-7.78
29.473,-7.78
29.515,-7.78
29.557,-7.78
29.598,-7.78
29.636,-7.22
29.64,-7.22
29.671,-7.22
29.682,-7.22
29.723,-7.22
29.765,-7.22
29.807,-6.11
29.838,-7.22
29.848,-7.22
29.89,-7.22
29.932,-7.78
29.973,-7.78
30.015,-8.89
30.057,-8.89
30.098,-10
30.14,-10
30.182,-11.11
30.223,-11.11
30.265,-11.11
30.307,-11.11
30.348,-11.11
30.39,-11.11
30.432,-11.11
30.473,-11.11
30.515,-10
30.557,-8.89
30.598,-7.22
30.64,-7.22
30.682,-6.11
30.712,-6.11
30.715,-6.11
30.721,-6.11
30.723,-6.11
30.764,-6.11
30.765,-6.11
30.804,-6.11
30.807,-6.11
30.844,-6.11
30.848,-6.11
30.876,-6.11
30.89,-6.11
30.932,-6.11
30.973,-5
31.015,-5
31.057,-6.11
31.098,-6.11
31.14,-7.22
31.182,-7.22
31.21,-6.11
31.213,-6.11
31.215,-6.11
31.223,-7.22
31.252,-7.22
31.256,-7.22
31.26,-8.89
31.265,-8.89
31.307,-11.11
31.348,-11.11
31.39,-12.78
31.432,-12.78
31.473,-12.78
31.515,-13.89
31.557,-12.78
31.598,-12.78
31.64,-12.78
31.667,-12.78
31.669,-12.78
31.682,-13.89
31.723,-13.89
31.765,-16.11
31.807,-17.22
31.848,-17.22
31.89,-17.22
31.932,-17.22
31.973,-17.22
32.015,-17.22
32.057,-17.22
32.098,-16.11
32.14,-16.11
32.182,-16.11
32.223,-16.11
32.265,-16.11
32.307,-16.11
32.348,-15
32.39,-13.89
32.432,-13.89
32.473,-13.89
32.515,-12.78
32.557,-12.22
32.598,-10
32.64,-8.89
32.682,-7.78
32.723,-7.22
32.765,-6.11
32.807,-6.11
32.848,-5
32.89,-3.89
32.932,-5
32.973,-5
33.015,-5
33.057,-5
33.098,-5
33.14,-5
33.182,-3.89
33.223,-3.89
33.265,-2.78
33.307,-3.89
33.348,-3.89
33.39,-3.89
33.432,-5
33.473,-3.89
33.515,-3.89
33.557,-2.78
33.598,-2.22
33.64,-3.89
33.682,-3.89
33.723,-5
33.765,-7.22
33.807,-5
33.848,-6.11
33.89,-6.11
33.932,-6.11
33.973,-7.22
34.015,-7.78
34.057,-6.11
34.098,-3.89
34.14,-6.11
34.182,-5
34.223,-3.89
34.265,-3.89
34.307,-3.89
34.348,-3.89
34.39,-3.89
34.432,-5
34.473,-5
34.515,-6.11
34.557,-7.78
34.598,-7.78
34.629,-7.22
34.63,-7.22
34.633,-6.11
34.636,-6.11
34.639,-6.11
34.64,-6.11
34.673,-6.11
34.675,-6.11
34.682,-6.11
34.716,-6.11
34.72,-6.11
34.723,-6.11
34.752,-6.11
34.754,-6.11
34.757,-7.22
34.76,-6.11
34.763,-6.11
34.765,-7.22
34.807,-6.11
34.834,-6.11
34.841,-6.11
34.846,-6.11
34.848,-7.22
34.879,-7.22
34.89,-7.22
34.917,-7.22
34.919,-7.22
34.927,-6.11
34.932,-6.11
34.964,-6.11
34.969,-6.11
34.973,-7.22
35.015,-7.22
35.047,-7.22
35.056,-7.22
35.057,-7.78
35.098,-8.89
35.14,-10
35.172,-10
35.18,-10
35.182,-10
35.21,-11.11
35.214,-11.11
35.223,-11.11
35.265,-11.11
35.3,-12.22
35.307,-12.78
35.339,-13.89
35.347,-16.11
35.348,-16.11
35.39,-17.22
35.432,-17.22
35.473,-17.22
35.515,-17.22
35.557,-17.22
35.598,-17.22
35.64,-16.11
35.682,-17.22
35.723,-17.22
35.765,-17.22
35.807,-17.22
35.848,-17.78
35.89,-17.78
35.932,-18.89
35.973,-18.89
36.015,-18.89
36.057,-18.89
36.098,-18.89
36.14,-18.89
36.182,-20
36.223,-20
36.265,-20
36.307,-20
36.348,-21.11
36.39,-21.11
36.432,-21.11
36.473,-21.11
36.515,-21.11
36.557,-21.11
36.598,-21.11
36.64,-21.11
36.682,-20
36.723,-20
36.765,-18.89
36.807,-18.89
36.848,-20
36.89,-21.11
36.932,-21.11
36.973,-20
37.015,-20
37.057,-20
37.098,-20
37.14,-20
37.182,-21.11
37.223,-21.11
37.265,-21.11
37.307,-21.11
37.348,-21.11
37.39,-21.11
37.432,-20
37.473,-18.89
37.515,-17.78
37.557,-17.22
37.598,-17.22
37.64,-16.11
37.682,-17.22
37.723,-16.11
37.765,-16.11
37.807,-15
37.848,-16.11
37.89,-16.11
37.932,-17.22
37.973,-17.22
38.015,-17.22
38.057,-16.11
38.098,-16.11
38.14,-16.11
38.182,-16.11
38.223,-16.11
38.265,-16.11
38.307,-16.11
38.348,-16.11
38.39,-16.11
38.432,-15
38.473,-15
38.515,-13.89
38.557,-12.22
38.598,-11.11
38.64,-10
38.682,-8.89
38.72,-8.89
38.723,-7.78
38.765,-7.78
38.807,-7.22
38.848,-5
38.89,-3.89
38.932,-2.78
38.973,-2.22
39.015,-2.22
39.057,-2.22
39.098,-1.11
39.14,-1.11
39.182,-1.11
39.223,-1.11
39.265,0
39.307,1.11
39.348,1.11
39.39,2.22
39.432,2.22
39.473,2.22
39.515,2.78
39.557,2.78
39.59,2.22
39.598,1.11
39.64,-1.11
39.682,-2.22
39.723,-2.78
39.765,-2.78
39.807,-3.89
39.848,-3.89
39.89,-3.89
39.932,-6.11
39.973,-7.78
40.015,-7.22
40.057,-7.22
40.098,-7.78
40.14,-7.78
40.182,-7.78
40.223,-8.89
40.265,-8.89
40.307,-8.89
40.348,-10
40.39,-11.11
40.432,-11.11
40.473,-12.22
40.515,-12.22
40.557,-11.11
40.598,-10
40.64,-10
40.682,-8.89
40.723,-8.89
40.765,-10
40.807,-8.89
40.848,-10
40.89,-10
40.932,-10
40.973,-11.11
41.015,-10
41.057,-10
41.098,-8.89
41.14,-8.89
41.182,-8.89
41.223,-11.11
41.265,-10
41.307,-11.11
41.348,-12.22
41.39,-12.22
41.432,-12.78
41.473,-13.89
41.515,-13.89
41.557,-13.89
41.598,-12.22
41.64,-11.11
41.682,-11.11
41.723,-8.89
41.765,-7.22
41.807,-6.11
41.848,-6.11
41.878,-5
41.89,-3.89
41.932,-2.78
41.973,-2.78
42.003,-2.78
42.015,-2.22
42.05,-2.22
42.057,-2.22
42.098,-1.11
42.132,0
42.182,1.11
42.218,1.11
42.223,1.11
42.261,1.11
42.265,1.11
42.307,1.11
42.348,1.11
42.39,1.11
42.432,1.11
42.473,2.22
42.515,2.22
42.557,2.22
42.598,2.78
42.64,2.78
42.682,2.78
42.723,2.78
42.765,3.89
42.807,3.89
42.848,3.89
42.89,6.11
42.932,7.22
42.973,7.22
43.015,6.11
43.057,6.11
43.094,6.11
43.096,6.11
43.098,6.11
43.126,6.11
43.131,5
43.133,5
43.134,5
43.136,5
43.14,5
43.168,5
43.173,5
43.176,5
43.179,5
43.182,5
43.21,6.11
43.216,6.11
43.218,5
43.221,5
43.223,5
43.265,3.89
43.299,3.89
43.307,5
43.336,6.11
43.339,6.11
43.344,7.22
43.346,7.22
43.348,7.22
43.383,7.22
43.384,7.22
43.389,7.78
43.39,7.78
43.429,7.22
43.432,7.22
43.473,6.11
43.515,6.11
43.557,3.89
43.598,2.78
43.64,2.22
43.682,0
43.723,-1.11
43.765,-1.11
43.804,-1.11
43.807,-1.11
43.848,-1.11
43.89,-1.11
43.932,-2.22
43.973,-2.22
44.003,-2.22
44.015,-2.22
44.05,-2.22
44.057,-2.22
44.098,-2.22
44.14,-2.22
44.182,-2.22
44.223,-2.22
44.264,-2.22
44.265,-2.22
44.302,-2.78
44.307,-2.78
44.336,-2.78
44.339,-2.78
44.348,-2.78
44.39,-7.22
44.432,-7.22
44.473,-7.22
44.515,-10
44.557,-12.22
44.598,-12.22
44.64,-12.78
44.682,-12.22
44.723,-12.78
44.765,-12.78
44.807,-12.78
44.848,-12.78
44.89,-12.78
44.932,-12.78
45.057,-12.22
45.098,-12.22
45.14,-12.22
45.182,-12.22
45.223,-12.78
45.265,-12.78
45.307,-12.78
45.348,-12.78
45.39,-12.22
45.432,-12.22
45.473,-12.22
45.515,-12.78
45.557,-12.78
45.598,-12.78
45.64,-12.78
45.682,-12.78
45.723,-12.22
45.765,-12.22
45.807,-12.22
45.848,-13.89
45.89,-12.78
45.932,-12.78
45.973,-12.78
46.015,-12.78
46.057,-12.22
46.098,-12.22
46.14,-12.22
46.182,-12.22
46.223,-12.22
46.265,-12.78
46.307,-12.22
46.348,-12.22
46.39,-12.22
46.432,-12.22
46.473,-12.22
46.515,-12.22
46.557,-12.22
46.598,-11.11
46.64,-11.11
46.682,-10
46.723,-10
46.765,-10
46.807,-11.11
46.848,-10
46.89,-10
46.932,-8.89
46.973,-10
47.015,-10
47.057,-10
47.098,-10
47.14,-10
47.182,-10
47.223,-10
47.265,-10
47.307,-10
47.348,-10
47.39,-10
47.432,-10
47.473,-11.11
47.515,-11.11
47.557,-11.11
47.598,-11.11
47.64,-10
47.682,-8.89
47.723,-8.89
47.765,-10
47.807,-10
47.848,-8.89
47.89,-8.89
47.932,-8.89
47.973,-7.78
48.015,-8.89
48.057,-8.89
48.098,-8.89
48.14,-8.89
48.182,-10
48.223,-10
48.265,-11.11
48.307,-11.11
48.348,-11.11
48.39,-12.22
48.432,-11.11
48.473,-11.11
48.515,-11.11
48.557,-11.11
48.598,-11.11
48.64,-11.11
48.682,-11.11
48.723,-10
48.765,-11.11
48.807,-11.11
48.848,-11.11
48.89,-12.22
48.932,-12.22
48.973,-12.22
49.015,-12.22
49.057,-12.22
49.098,-12.22
49.14,-11.11
49.182,-11.11
49.223,-11.11
49.265,-11.11
49.307,-11.11
49.348,-12.22
49.39,-12.22
49.432,-12.22
49.473,-12.22
49.515,-8.89
49.557,-11.11
49.598,-10
49.64,-7.22
49.682,-7.78
49.723,-7.22
49.765,-6.11
49.807,-7.22
49.848,-6.11
49.877,-3.89
49.878,-3.89
49.883,-2.78
49.886,-2.22
49.889,-2.22
49.89,-2.22
49.918,-2.22
49.924,-2.22
49.932,-2.22
49.961,-2.22
49.966,-2.22
49.973,-2.22
50.011,-2.22
50.015,-2.22
50.043,-2.22
50.052,-2.22
50.057,-2.22
50.084,-2.22
50.09,-2.22
50.094,-2.22
50.098,-1.11
50.14,-1.11
50.182,-1.11
50.214,-1.11
50.223,-1.11
50.265,-1.11
50.307,-1.11
50.337,-1.11
50.344,-1.11
50.348,-1.11
50.382,-1.11
50.386,-1.11
50.39,0
50.427,0
50.432,0
50.459,0
50.462,0
50.464,0
50.473,0
50.501,0
50.515,0
50.543,0
50.551,1.11
50.556,1.11
50.557,1.11
50.591,1.11
50.598,1.11
50.635,1.11
50.64,1.11
50.677,1.11
50.682,1.11
50.723,1.11
50.765,-1.11
50.807,-2.22
50.848,-2.22
50.89,-2.22
50.932,-2.22
50.968,0
50.972,0
50.973,0
51.002,0
51.015,-1.11
51.044,-2.78
51.053,-6.11
51.057,-6.11
51.096,-7.22
51.098,-7.22
51.126,-7.22
