$Combined Quabbin Quinapoxet Trout WQ,
255,35.3904145923751
256,35.6091290143793
257,34.7915856262037
258,34.5713282309048
259,33.9590789251198
260,33.7034458047011
261,33.4939445613498
262,33.2632105563874
263,33.0040614221899
264,32.8853662648212
265,32.6384000195232
266,32.6428864436823
267,32.5260278027635
268,32.2903056227475
269,32.1929178842102
270,33.04355554239
271,33.6587053285992
272,33.4979280402643
273,32.9380353899544
274,32.5948052571949
275,33.0224769488969
276,34.6506163638731
277,36.0778983514164
278,35.1174888269108
279,32.8902646610934
280,33.3250495744183
281,32.8263651756659
282,32.4829420196335
283,33.4458472364928
284,32.598670902996
285,32.2371040421704
286,32.7564774556276
287,32.4206007935816
288,32.2179211222064
289,32.8243404794348
290,32.7888385555431
291,35.0734006654205
292,35.5532412146397
293,34.6824384017375
294,34.1375222060402
295,33.7665753336742
296,33.0662751935917
297,35.2727616650828
298,37.9507980727519
299,37.5450289229539
300,36.5353264985872
301,44.2042421577783
302,46.9185610306808
303,42.8810031851695
304,42.7157939503907
305,41.6598354417852
306,40.1916674298007
307,39.9534769620155
308,39.2216849930787
309,39.1986775211248
310,39.6169714036838
311,38.6669843104755
312,38.5575863330475
313,38.4072883099402
314,39.3253503765954
315,38.3976749028763
316,40.5677029672525
317,39.6382391874144
318,45.1565738844975
319,47.8357839401026
320,44.9180551731895
321,43.3008885693184
322,43.0224214437114
323,51.8803705766065
324,79.213001594297
325,72.7276479735154
326,74.044761596028
327,78.4886562323922
328,82.3514597598597
329,80.1024257986587
330,80.869087839616
331,81.7062674824725
332,79.8844419209486
333,80.0325488618113
334,81.6567143061727
335,82.1462488077425
336,83.6572284693074
337,76.1838101723443
338,53.5465562821982
339,45.3796088722378
340,45.3463697255133
341,44.2537395132506
342,43.7184459221946
343,45.8111819085685
344,49.5896396395712
345,49.6098851829154
346,46.5062142116457
347,45.9683019039248
348,61.3067167936442
349,75.2928171435713
350,73.6016145397228
351,71.7505648730347
352,74.7116714880624
353,71.301505251445
354,69.2122542311356
355,76.5954199777275
356,76.8673276919134
357,78.4979348847805
358,80.368314882799
359,81.2841390540214
360,82.5068370390098
361,80.3405702852601
362,69.0549541444824
363,66.9468596176865
364,63.0419548244925
365,74.4870399821417
366,82.3850735505724
367,81.452687335232
368,75.6706717541957
369,81.275509477015
370,85.2449869111323
371,81.4975663050477
372,82.6586468552843
373,81.7016730131018
374,78.3749739628931
375,80.4389602499383
376,80.290811644837
377,78.2906668890469
378,80.193575243769
379,47.5543486630077
380,40.6275070302439
381,42.1261166283535
382,41.9523220514659
383,42.2579611648316
384,44.3988497976495
385,45.7191789505873
386,44.5429066321462
387,57.0806599865168
388,92.2261967186912
389,90.9370130219638
390,95.6790514555485
391,68.1228272032324
392,70.7235281075521
393,69.795709462849
394,70.719594795667
395,72.0069435791575
396,74.6336452974938
397,78.3469553058491
398,82.0196778512166
399,90.0742704006292
400,85.7460744321082
401,81.9577462343521
402,86.7621665260736
403,79.3687049018209
404,84.6235079340496
405,86.9060981652905
406,90.8406033380952
407,97.4179222722183
408,97.9221758839298
409,99.1200387794311
410,100.576074474756
411,99.0254596799284
412,101.800600139385
413,108.834607973674
414,121.387715492574
415,55.6104491277602
416,46.3406671805384
417,45.3497001352321
418,44.4684678297548
419,45.4847715561354
420,51.2725447328845
421,90.5201790982958
422,62.7901546989308
423,68.1040550520949
424,65.8016182112376
425,70.7348245881764
426,74.4635928862903
427,72.5025277573458
428,72.2989949830894
429,74.7840706505868
430,74.605086519448
431,74.2506333410771
432,71.6882035384591
433,67.9953316067521
434,69.1542064687719
435,69.8838337320227
436,68.7304253181252
437,67.5479962976796
438,60.2133798038896
439,57.8459927117137
440,56.9017102507507
441,57.6704833637514
442,59.5603161638734
443,61.1871051026286
444,62.3172040536534
445,66.7830396897758
446,68.3136709797441
447,65.9571218411356
448,67.4307631515572
449,74.1635095471769
450,75.9289627316251
451,75.156945212993
452,76.3351510695351
453,74.6899492666083
454,61.3927082730794
455,57.6067660301259
456,63.2334313888268
457,67.486305375488
458,70.4410694163259
459,73.0861129505398
460,76.7685204981065
461,78.9196767074689
462,79.8955230855362
463,81.4785169302599
464,82.2409803177351
465,80.5942166882243
466,80.4658386965611
467,81.3444848676922
468,83.1917027041974
469,84.8377091806373
470,85.3587911383703
471,85.8338557542611
472,83.6254576807341
473,79.987231441514
474,80.2515019386586
475,83.3163987676563
476,83.5171502867072
477,85.3986912546841
478,86.9585414175335
479,90.0199369425517
480,91.4592593802652
481,92.2311298965951
482,92.2359959445779
483,90.2645453081433
484,90.2532340271042
485,93.2448380489345
486,96.1076445973588
487,96.1737478320521
488,97.2722636365102
489,94.4348779248826
490,98.5786736617714
491,39.7850341581353
492,35.5030372731552
493,37.5246065982275
494,39.1625228029038
495,38.6754666623589
496,38.1599878599866
497,48.5675666528898
498,93.7183431810082
499,97.6621659229586
500,90.5745237047893
501,96.6857538720678
502,101.100340199029
503,107.662987544737
504,91.9069782681632
505,46.9742473116335
506,39.3722977884784
507,38.2039080132257
508,37.9389113220662
509,37.6536320584091
510,37.0342167655274
511,35.5072304892359
512,35.1382879587597
513,34.7643965730456
514,34.4198039955766
515,34.6334406946939
516,33.7457865068384
517,34.5013515700596
518,34.4794144020674
519,33.9236705866772
520,32.9709124062631
521,34.0511370083678
522,36.1697218410466
523,35.3708821441714
524,33.0035185140003
525,34.2795482808642
526,38.1617627195412
527,38.1814330587657
528,38.2721580556828
529,40.4531520849677
530,39.4947803020626
531,38.5901079107267
532,37.9863869713355
533,38.7133867877263
534,37.6474154400354
535,36.8285956333205
536,36.5994165616142
537,35.5854781630206
538,35.4285576730456
539,35.7093690233491
540,36.4895407387456
541,37.6649000182622
542,36.6935128994995
543,35.8557997238787
544,34.37405596491
545,33.3436771159613
546,33.3244660540079
547,33.1976518340168
548,33.0779957088156
549,32.869878084736
550,32.8364646619509
551,32.6048702952734
552,32.3184917728537
553,32.1985568662584
554,32.2039900565653
555,32.2475229729118
556,33.3820212821117
557,33.5193780557116
558,33.4282093376237
559,34.0531846095195
560,34.670535030054
561,34.4299175585033
562,35.1286506340433
563,38.3460834908356
564,36.1347295229755
565,35.3678948893149
566,34.3279350475571
567,33.7521592242409
568,33.7448417217068
569,34.1020828668603
570,35.737075266981
571,35.7245942490086
572,34.8639160526248
573,33.9520116193797
574,33.5919986727816
575,33.3773048855269
576,33.0945536623119
577,32.7634296770132
578,32.5819007068777
579,32.5296620090561
580,32.5245064047037
581,32.4995368162952
582,32.6707117781241
583,33.021107005049
584,32.7213003676299
585,32.6700814415975
586,32.4071489439076
587,32.4565148553987
588,32.4303777760773
589,32.3803076201825
590,33.925354799285
591,33.1499614005614
592,32.6114074443677
593,32.4618634760545
594,32.7305304583472
595,32.4837195900059
596,32.3321193273784
597,32.3135267804283
598,32.1331734575264
599,32.5842283464586
600,36.2831817185733
601,37.0528979380342
602,38.6846890118482
603,36.8344028999673
604,35.3267997522302
605,34.161400720378
606,33.625127446931
607,33.3419018494728
608,33.3760948276414
609,34.8948420561354
610,175.153524433682
611,187.090058578441
612,37.3519051566508
613,33.067963201029
614,32.8689842108772
615,32.6312232937875
616,32.6574588230249
617,32.7173667101516
618,32.8543351856602
619,32.7245872087412
620,32.6757396968681
621,33.068568166037
622,34.1217167569063
623,33.7906254990253
624,33.2949903223492
625,33.7285286971095
626,33.6427763582445
627,33.5324831287817
628,33.8248828982923
629,33.8759180553945
630,33.7947352492858
631,33.9742273737271
632,33.9982084295043
633,33.9882470736667
634,33.9074298039559
635,34.36144270012
636,35.6721222009972
637,41.8155016543889
638,213.320239078583
639,192.609454386891
640,130.797529174234
641,135.192897623853
642,37.3400543804782
643,33.553391786651
644,39.4795373710207
645,40.2988858099178
646,35.9138122553537
647,34.0685907084618
648,33.1710685213517
649,32.4712076667433
650,36.5379405341309
651,120.879526674803
652,122.960452870393
653,111.114083020258
654,92.7751889723868
655,101.619078690948
656,111.431384179845
657,113.335411623766
658,35.0211760807777
659,32.7534313060876
660,32.5637967957305
661,32.1789107640268
662,32.0254824640208
663,32.0031256716333
664,35.6357779605988
665,36.2035849069207
666,33.7601288269499
667,32.6160935351005
668,32.1550580265662
669,32.2172567812858
670,33.6952521694243
671,35.091332123807
672,34.6477685480899
673,38.2805210220668
674,47.7934893289851
675,44.4847045010642
676,40.9399104350837
677,58.302268912224
678,110.111371182395
679,110.838844998555
680,122.508072770526
681,127.125446137067
682,118.806980439587
683,124.044463031325
684,119.090747957934
685,43.2292066371004
686,43.5568428254608
687,41.7903739745206
688,40.322761323723
689,39.7878233653188
690,39.4985575534181
691,39.9076820830912
692,39.9788609157003
693,39.2578232841069
694,38.5963721826455
695,39.2217709912932
696,39.2386652202433
697,38.5416008495274
698,38.2763254511919
699,38.1376565138818
700,41.1605796096256
701,47.3555650558195
702,46.4606345174602
703,45.5764248037618
704,44.9233722631154
705,44.5788154956983
706,60.1293759428595
707,92.9457073947174
708,90.3850507477689
709,94.6144079902211
710,97.6301169051698
711,95.8247283120321
712,68.4427701516732
713,64.4909474653241
714,59.9954890657533
715,61.3291094732479
716,61.6465722266008
717,69.0221616384307
718,70.1267921079536
719,72.3229671383556
720,44.544768961685
721,36.9304881881174
722,37.2936661595547
723,36.3101940856982
724,35.8572277567909
725,35.6307278373214
726,35.8190773085866
727,38.2245004979254
728,41.9249752958804
729,41.7812502568114
730,42.5235117427805
731,43.3899852135308
732,46.9765771450066
733,45.4896122268854
734,43.1756648644231
735,53.8289371708827
736,83.7810591103713
737,46.1733640715198
738,41.021570716755
739,40.7999789320954
740,39.7034083845758
741,39.4073516876451
742,39.796642016228
743,52.438747291716
744,88.0801069910061
745,90.4575896453688
746,88.2928783170272
747,90.3248878626965
748,38.5708598754323
749,40.4913358922507
750,52.2585341384725
751,107.172558732888
752,110.949210677592
753,105.168360971568
754,102.082499802809
755,102.194466770853
756,100.417887765522
757,100.765086862492
758,101.09737474795
759,100.216117229825
760,99.7397580003694
761,100.671113905006
762,101.718374101696
763,103.350456422126
764,102.250971089634
765,101.366612766618
766,101.726853634214
767,145.162559737001
768,154.361455204275
769,158.301540110034
770,148.780753504288
771,138.41500561112
772,135.030802986226
773,127.792926286652
774,120.967125899923
775,114.534583061656
776,116.21586000411
777,118.260143935525
778,116.693362819072
779,120.20734111889
780,127.611654351107
781,119.608691536488
782,113.712410888817
783,48.2390974465607
784,43.6043220292164
785,61.9090597974386
786,112.42216845438
787,132.485062443142
788,137.839548269238
789,136.205398488367
790,167.509662185181
791,138.452792502252
792,108.126917363138
793,103.729115679936
794,105.147208213186
795,95.7153465264414
796,54.2421436092019
797,59.3162948798189
798,62.1022196824596
799,68.383111930046
800,64.7974158920557
801,58.8454658533054
802,61.122793237058
803,64.9294968880545
804,68.659372739407
805,69.0569363503043
806,65.8364777534217
807,64.7437843782183
808,62.9646790519279
809,65.6672371110109
810,70.7625947797753
811,71.7370509892767
812,73.1208790879303
813,74.5606662135498
814,75.1158164883805
815,76.7856095207197
816,78.8246309735356
817,79.2488983536008
818,79.6273138539823
819,79.4937240404004
820,79.9909383679512
821,85.5107879396645
822,80.2219901124683
823,80.479188498831
824,79.4319117418541
825,76.2585338499157
826,78.7183139673687
827,84.135510878283
828,84.5633284387053
829,88.439108388572
830,92.8283355069736
831,94.4842286828744
832,95.6679539148142
833,90.9337502279827
834,87.1338858973239
835,86.9859437943184
836,87.6450316873654
837,68.3590625109829
838,68.2017788448656
839,73.6151135532515
840,75.0890121740067
841,75.6236453917617
842,77.8679395302677
843,77.420132146198
844,75.6100646657843
845,74.9655986290482
846,77.8004410808493
847,81.1424424693281
848,80.5342210775085
849,80.8043923343882
850,80.8294813772182
851,83.7622305932282
852,86.3076205926402
853,88.1477834887764
854,87.792146969419
855,85.042019449312
856,87.247928821658
857,90.3310035280482
858,90.8693929530904
859,89.4676694389193
860,91.2457255677694
861,90.1975809419152
862,86.1093894854669
863,89.1746712328181
864,92.8904358784861
865,91.6553190275108
866,79.6999645761857
867,56.6677088110727
868,48.2162245735303
869,49.2696538311314
870,48.5853675970481
871,47.2652626688774
872,46.2547683639335
873,46.6370056182831
874,56.1507434563531
875,76.1221258030794
876,48.9031818074561
877,38.4423242391833
878,37.7951598694712
879,37.2256723873898
880,37.0260693098692
881,36.2440392323269
882,35.8121711100412
883,38.4156231144839
884,38.6576039892726
885,37.8637163600552
886,37.3785424477035
887,37.1082341559246
888,35.4305461400573
889,34.5288563144397
890,38.1524094940081
891,41.1294559210299
892,35.9531453825228
893,37.5995182611022
894,38.9697094713041
895,40.2324718452873
896,39.7445933592728
897,39.0674116065503
898,38.1723082288303
899,36.7725124859125
900,36.2484203987538
901,35.6141340050769
902,35.2066987620404
903,35.6231967360101
904,40.7502394420844
905,41.3761509253904
906,42.2251728133367
907,43.8114001912336
908,42.0536341239593
909,42.3788631637308
910,42.35461753374
911,41.3133806475472
912,40.3586953096726
913,39.2368167338947
914,38.7621913464051
915,37.7108392945637
916,36.6419870711241
917,35.825109292921
918,35.4745786240952
919,36.1912081861189
920,36.7981760701506
921,35.8854859592957
922,34.7416787566194
923,33.7440237147529
924,34.0910050676168
925,34.6173661613581
926,34.3389568426175
927,34.143719995749
928,33.4715395623217
929,33.1325009049629
930,33.4980743316827
931,33.3371776876903
932,32.4899703699315
933,31.7287699033995
934,32.6600925897425
935,33.1170971275869
936,32.2356470831529
937,32.5695830513864
938,31.8352774026111
939,31.9359530188238
940,31.3539313687038
941,31.6352102289154
942,31.2402251809561
943,30.7965023825456
944,30.4794079963867
945,30.7901831234063
946,30.9851958444624
947,30.6535923177815
948,30.3182384567519
949,30.9070858448322
950,31.2963182679637
951,31.2815475545417
952,38.9734673775169
953,35.482328619417
954,33.0190737560439
955,31.925430856035
956,31.3293088789321
957,37.1604437683697
958,39.7321709686663
959,35.4409754805727
960,34.0049310431574
961,37.0041570320445
962,36.3335931869529
963,34.0380802846431
964,33.3672353084342
965,33.1665718848203
966,38.5522315042148
967,140.555416262093
968,135.148330803859
969,135.297745017097
970,84.7826750332203
971,69.2747195375278
972,75.8817402976629
973,79.7924076456391
974,47.3784692097856
975,40.4777384842695
976,39.434744086553
977,38.5935278853735
978,37.8565522415054
979,51.1527995846009
980,87.2396311365842
981,68.5308729521038
982,62.1610812331474
983,68.0052311714499
984,75.0828318495671
985,75.8822247468724
986,77.2989733566336
987,78.2511533096303
988,79.6313968953067
989,80.2074269919615
990,81.4509487095915
991,83.8170997669723
992,86.6521965850536
993,46.1371587009341
994,40.6045604054883
995,41.4490745859208
996,46.0584828387076
997,51.9448034598016
998,49.9585923173251
999,49.5093263101877
1000,49.0267041819491
1001,49.438282863093
1002,50.6164486445101
1003,48.4676974580218
1004,46.9676020698936
1005,46.9953701574467
1006,46.4752321443805
1007,49.4794936046032
1008,50.0124052837103
1009,47.7986453977163
1010,46.3129136367491
1011,46.1273732696849
1012,45.5353417115121
1013,45.0244417632265
1014,44.4849783765141
1015,45.7639151777965
1016,50.8608642547353
1017,53.8466962999286
1018,53.6388714399631
1019,51.7448743518778
1020,50.6613064072306
1021,50.6036322911751
1022,52.5322733255638
1023,53.9736972183142
1024,49.0878771239739
1025,45.8453530969909
1026,44.1880581970747
1027,44.4933614389295
1028,44.1753099928978
1029,43.755246468214
1030,44.9797717406231
1031,47.005395986807
1032,46.1316138036493
1033,65.7825347038206
1034,72.9964423525535
1035,74.6051689507431
1036,76.4137531280598
1037,76.5263897596733
1038,73.1626845919753
1039,71.8277238626568
1040,72.2128176042583
1041,72.4915915048125
1042,72.1248661010237
1043,72.2957568126552
1044,72.5614351713911
1045,69.7547350596523
1046,69.9306647387929
1047,70.9488196831171
1048,73.1759567393022
1049,75.9443432944335
1050,75.2262570462659
1051,55.1030293692197
1052,47.502243934032
1053,51.7752673725048
1054,49.9410184157134
1055,47.0559153527466
1056,53.2441881994115
1057,70.0064025298169
1058,65.0912085233502
1059,66.5140182857767
1060,68.6150914237085
1061,70.0800412403911
1062,70.8270814598168
1063,72.2062110485483
1064,63.2559285983315
1065,64.1947162843104
1066,66.0147134289162
1067,67.6652807680455
1068,68.4900807059665
1069,68.9541746365988
1070,68.8898435623362
1071,67.6633385569025
1072,58.508450411133
1073,59.0665558654596
1074,60.9349154797583
1075,63.0328101251856
1076,64.6983803284639
1077,66.1430859454441
1078,65.8994112698997
1079,64.6284432422208
1080,66.5228412383784
1081,65.6995261613114
1082,66.6273790350003
1083,65.2565077665048
1084,67.838412955357
1085,66.5195816321573
1086,65.3870126723567
1087,60.7743256068301
1088,59.4223528537921
1089,61.1331910853931
1090,63.4032327831714
1091,64.3486471783446
1092,62.9001753676518
1093,60.5451686671866
1094,59.9660068285719
1095,63.5441573496235
1096,62.3583837335176
1097,66.5726406019404
1098,62.94261960297
1099,56.9227555284425
1100,62.6678067783851
1101,64.4948429467526
1102,65.3318215705899
1103,66.4280619411176
1104,41.092157703142
1105,38.1751037682937
1106,38.7698777047768
1107,40.5367497497056
1108,41.6035024882712
1109,39.2131741331868
1110,37.4776960854672
1111,36.8987607149265
1112,37.407274905581
1113,38.4046020392125
1114,35.5488015129924
1115,36.0066036998873
1116,34.3227242008833
1117,34.1491156948602
1118,36.7317309581258
1119,49.7686156086223
1120,46.0434566259363
1121,49.416512067283
1122,63.9266995677603
1123,52.6564128207802
1124,48.872233991214
1125,51.626486465174
1126,75.5114180250644
1127,77.342618896195
1128,77.0775700740867
1129,76.1923037405025
1130,76.4243782380708
1131,76.1185147457511
1132,52.6821781570841
1133,42.5402929916375
1134,42.1726474166689
1135,42.0554464702716
1136,39.7695970344481
1137,38.9089438307115
1138,37.5543093549977
1139,37.9100333635523
1140,38.3588718148695
1141,37.9236687151494
1142,36.6907734862212
1143,36.4781551167099
1144,35.8871733199918
1145,35.8884860385177
1146,35.6063793355337
1147,35.386582394353
1148,35.2847741272708
1149,35.183030060249
1150,36.6928210596812
1151,39.7789193350811
1152,38.9580124370121
1153,37.9434201879403
1154,38.2285010150132
1155,37.4474462906993
1156,37.9127833232207
1157,37.4692493968591
1158,40.7924376470388
1159,41.0494263925842
1160,38.547481859827
1161,36.1575987394758
1162,36.4387879804632
1163,39.0515851067477
1164,43.4498869537147
1165,47.1601741125612
1166,46.3512330561306
1167,45.4679961445201
1168,45.9890264890112
1169,45.5956524956581
1170,44.345787738037
1171,43.9952965912093
1172,44.1225885660102
1173,43.598080418335
1174,43.7123894473834
1175,43.4516027879019
1176,43.6548947210357
1177,43.2057333574602
1178,42.8895190846103
1179,41.5232739644517
1180,41.4600255548366
1181,41.1303938870941
1182,40.3674897636204
1183,36.6973784875997
1184,35.3192214336385
1185,37.311588932916
1186,39.2431028298779
1187,39.1240768763438
1188,39.958325895753
1189,39.1721471806081
1190,37.8667505395305
1191,35.2350391519842
1192,35.079015760184
1193,34.3073427806902
1194,33.2644146328732
1195,33.3586424263838
1196,34.1784221711316
1197,34.9813040800588
1198,35.4523015227505
1199,35.3964652250072
1200,34.732216552068
1201,34.9306585830286
1202,37.9994222808849
1203,34.5952153869063
1204,33.7838178490632
1205,32.5944232830094
1206,36.0758310299182
1207,105.119524373737
1208,102.665641289646
1209,69.9789266617742
1210,64.6238054405473
1211,62.7337057005504
1212,66.8627548919774
1213,45.3686572156983
1214,38.9590878293727
1215,38.4729886990552
1216,37.7212669783575
1217,38.9695458860789
1218,40.14635016514
1219,40.4951566855301
1220,40.6488009613367
1221,40.2610455065131
1222,39.78606746229
1223,41.0504629704256
1224,41.4405757011041
1225,48.2590034024181
1226,44.1394152732415
1227,43.5141844859247
1228,41.8415359121492
1229,41.0522301446764
1230,38.7476313693081
1231,38.3669034658083
1232,39.8950494807021
1233,42.3755774433884
1234,37.1238636641287
1235,36.3594296436314
1236,35.5643478756197
1237,34.3538576246882
1238,34.6751747030587
1239,35.3265988278071
1240,34.5349868891961
1241,34.0660195629581
1242,33.5371766217549
1243,33.0658478237469
1244,32.4543152570638
1245,32.3204079336197
1246,33.087085374232
1247,32.377890579748
1248,31.7983440408394
1249,36.0237359075369
1250,39.3471526783511
1251,37.6115032290277
1252,37.577781988162
1253,37.1774438187889
1254,36.6167117719257
1255,36.4392396923699
1256,35.9563625485108
1257,35.3322312536563
1258,34.8461708045636
1259,34.2827046042654
1260,35.7872865070211
1261,36.1113117356
1262,35.2883085849593
1263,34.6374582605153
1264,33.8820400403044
1265,32.7547373385757
1266,32.1573899329809
1267,31.4738102555603
1268,31.2191465306923
1269,30.6025029057199
1270,30.8521801709028
1271,30.7340726964442
1272,31.5688809397023
1273,32.1467138191285
1274,31.8071869662731
1275,31.430280033373
1276,31.1740049436527
1277,31.0154798325908
1278,30.8206607758467
1279,30.8290738145093
1280,30.9584661096878
1281,30.9484468347089
1282,30.454653377451
1283,30.0880275503388
1284,29.9354829334189
1285,29.7057104686731
1286,29.4554674890836
1287,29.2881873540625
1288,29.1502709885536
1289,28.9866003630172
1290,28.9669220228513
1291,28.9378849624228
1292,28.9069788772283
1293,28.7290901295081
1294,28.5913023482655
1295,28.7431074179708
1296,28.9238790233618
1297,29.6897252566155
1298,29.7155878395808
1299,29.4777343166465
1300,29.4720453863578
1301,29.7379793010652
1302,29.7844999580118
1303,29.8807450109033
1304,30.8348837249629
1305,32.8689110844873
1306,32.8259774515851
1307,31.5021537613941
1308,31.3319286053991
1309,32.1477091383061
1310,31.1814994049633
1311,30.3765171250067
1312,29.9343086463053
1313,30.1660412103763
1314,30.0178593228738
1315,29.9038268560493
1316,30.0050199838821
1317,29.3496174438753
1318,31.6237181145066
1319,34.4857729997293
1320,33.8917728048651
1321,32.401861606175
1322,31.1604317976729
1323,31.3510049886087
1324,34.9288194774317
1325,33.7578888024785
1326,33.8915024292714
1327,32.7696838105142
1328,32.1471505902359
1329,31.7208693581608
1330,31.5093562599709
1331,31.3334745772784
1332,31.3400535982362
1333,31.1731434857054
1334,31.2513826445984
1335,30.9829127271581
1336,31.0040949574094
1337,30.8015992909367
1338,29.4008891698173
1339,28.6642639784132
1340,28.9318543294712
1341,29.7013728869527
1342,29.4801157561275
1343,30.4295385901254
1344,32.7229302916907
1345,32.1049213854165
1346,31.8708279198393
1347,31.2401270308271
1348,31.8147539946646
1349,31.1460487191497
1350,30.6458484892626
1351,30.1556894594275
1352,29.7774619690385
1353,29.7495846437103
1354,29.6905187883694
1355,29.016148824316
1356,28.8006982062474
1357,28.8480323504838
1358,36.2605134202543
1359,34.800774668445
1360,32.4620569490743
1361,31.3371566638279
1362,31.2144463174133
1363,30.0845250166103
1364,29.73102967473
1365,29.5795005143332
1366,29.5075961710075
1367,30.3986837074792
1368,31.6400573673968
1369,30.9553211609016
1370,30.6732160902898
1371,30.4487821263573
1372,30.4917622534422
1373,30.6754501505985
1374,31.0297822943386
1375,30.8847452254607
1376,30.4185421828525
1377,30.6182828308683
